type,id,bb_1_pt1,bb_1_pt2,bb_1_pt3,bb_1_pt4
train,03495,53.768116 48.101048 191.763168 205.649200
train,00968,32.251586 28.315011 76.382664 67.473573
train,06617,233.328842 185.785965 546.254150 594.141968
train,11809,31.244999 26.407753 52.271038 54.631516
test,0424,45.337585 37.884186 100.460106 120.156410
train,03775,51.357294 46.575053 124.194503 120.515856
train,08132,175.287613 165.183258 346.576508 401.073242
train,04627,43.240208 38.226654 86.435188 94.736313
train,02958,427.175903 303.052368 802.288757 827.314148
test,2840,122.495064 154.893524 379.037750 459.531158
train,04993,150.805878 123.895409 309.735809 330.039307
train,11669,80.131592 77.355385 166.473160 185.569717
train,03541,39.515564 34.086773 96.689934 110.543648
train,06877,228.787537 196.486572 472.164673 540.470398
train,00708,27.119347 24.612013 44.447754 48.772949
train,08306,210.825821 189.722046 436.266632 485.271454
test,0610,52.436539 47.712650 138.853500 149.621780
train,01691,266.721283 204.535782 592.016052 615.595459
test,1789,110.491150 82.138176 213.084915 221.468216
train,10844,63.805763 67.923485 142.486755 170.118866
train,04413,505.502411 378.321045 1126.640625 1227.652954
train,01925,105.054642 106.686783 270.752258 322.511749
test,1469,63.920364 52.119606 122.529465 130.004593
test,2620,61.765285 49.727451 105.726746 106.415276
test,2994,42.904766 40.541168 90.825134 100.819061
train,10410,51.584572 58.346546 131.570511 149.381409
train,01571,88.142372 79.970764 180.426224 207.764969
train,02738,213.578812 187.192215 430.569794 456.948700
train,04847,33.503292 31.282675 71.298561 82.689949
train,06423,243.334320 200.499878 552.437195 593.222473
train,03915,139.782990 101.805092 290.275452 302.886108
train,11589,35.693459 29.058331 66.074600 69.400352
train,11512,30.014160 28.525187 54.241653 62.287743
train,05945,30.388748 28.059191 61.176632 66.802544
train,00473,106.931541 68.196747 272.651672 278.107666
train,04768,219.512009 177.696518 467.582794 527.859436
train,02817,216.291748 165.622421 426.629211 459.620789
train,07521,106.000259 77.887589 209.790268 205.958694
train,07975,50.418605 51.617336 102.820296 123.027484
train,09204,291.645020 173.662811 674.752075 629.313049
train,02443,110.936050 101.140839 244.864014 275.786957
train,04488,34.213379 32.363976 72.770538 79.923737
test,1712,53.180901 29.286438 120.159737 123.782249
train,00793,30.443380 26.965002 60.160587 61.971195
train,11946,178.703094 133.833221 386.021332 382.412292
train,00827,389.090909 419.497886 960.262156 1099.066596
train,06758,130.408081 116.578758 281.138062 296.702240
train,05511,112.106750 95.287102 233.549118 262.195801
train,04935,75.327408 62.286190 175.704193 197.442810
train,01403,70.241135 50.773174 140.343887 149.392349
train,10562,143.415878 129.155670 317.721436 329.150818
test,2752,203.751450 175.702744 448.325256 494.140381
train,04681,73.201813 56.926216 164.566391 180.584229
train,08194,54.062107 48.552227 106.310562 113.349182
train,05718,346.587006 224.953629 470.523529 386.757843
train,03867,179.460922 135.060547 411.898254 418.838501
train,06551,158.080109 87.407227 300.437256 317.282623
test,0482,100.385223 91.080032 224.544464 256.132629
test,0762,37.714329 30.292421 59.496780 64.514725
train,06905,329.974365 212.971268 887.935242 926.882263
train,08274,88.309486 90.264633 186.079620 224.496460
train,03433,274.658112 308.524689 868.785156 919.243347
train,01857,29.727686 26.640457 57.010719 60.402977
train,07728,118.958344 93.544609 225.359299 231.855148
train,04561,160.480453 138.350281 342.186676 375.492981
train,10936,193.969543 170.871796 427.202423 458.923218
train,10682,121.823067 97.992645 287.591278 283.661835
test,2429,36.478374 36.595009 78.874222 86.566505
test,1660,144.235687 133.676254 326.854736 368.910767
train,02531,18.163757 13.047814 49.073868 45.502480
train,07807,303.588715 257.136627 614.617554 666.403259
train,01778,125.571182 95.695480 259.519592 289.731964
train,09376,132.678223 124.951088 252.212448 276.708252
train,10619,189.169174 152.741821 446.449615 476.853546
train,05463,369.736145 344.540771 886.667908 987.758301
train,00955,48.588612 35.855865 99.383537 98.865509
train,11834,151.701691 101.630638 317.776367 329.829346
train,11780,174.901535 171.461105 331.612854 366.037048
train,00501,164.695831 160.293976 330.266937 377.787445
train,03748,59.290596 45.298878 113.790726 126.021233
train,05837,241.651443 196.239777 484.555969 515.375122
train,11460,83.410446 72.683403 170.781693 182.791107
test,0419,78.996170 60.418827 164.026917 163.198563
train,05783,114.531479 89.244919 253.555832 273.796844
train,09096,56.487438 74.809113 270.715424 313.251221
train,01498,190.135757 160.249985 399.317047 426.423950
train,07453,204.897217 194.128433 466.321686 548.750183
train,02965,237.246628 168.521210 529.020081 552.848816
test,1580,132.815887 112.528976 265.308167 275.745148
train,00881,247.267105 184.139648 584.035828 609.361084
train,11654,95.648415 75.260376 171.308365 183.351013
test,0999,213.576813 194.656708 459.988312 516.565002
train,00735,47.136318 49.807438 96.789627 116.557510
train,10879,75.424271 56.131378 169.935867 173.629089
train,01918,23.782160 18.366339 45.362854 48.619667
train,07667,327.904907 284.853638 646.274292 661.628906
test,1800,276.053711 250.728607 569.150269 644.943848
train,02705,54.423965 36.411835 107.842308 113.302544
train,09142,220.718994 183.173233 441.412903 452.313812
train,07587,142.558990 145.668442 349.154999 436.917297
test,1454,33.346775 27.384422 64.820930 66.122704
train,05657,21.950560 18.977158 39.188236 41.218224
train,03928,57.238285 49.910309 137.927155 147.191635
train,08040,118.769348 103.017715 252.285110 256.510406
train,03607,31.178297 31.069536 62.817577 69.570511
train,05978,194.188278 165.101761 412.037933 445.903595
train,06485,132.129288 103.891548 268.946442 286.758087
test,0556,71.123695 50.452492 139.825378 142.455597
test,2932,43.689930 39.668747 87.485123 93.728111
test,2686,453.312836 394.081177 1036.807983 1120.466919
train,04755,61.118393 46.368851 110.495903 114.433647
train,01983,31.883774 28.804626 69.504501 75.897522
test,2566,144.540512 127.397263 290.408386 347.685150
train,10756,80.882828 71.925636 143.083344 150.532639
train,07948,307.535797 301.108490 659.565002 719.529114
train,01637,84.964287 67.241440 175.199127 188.061569
train,09239,262.194580 227.028259 490.797516 542.033752
train,06765,261.579865 220.931427 562.213745 634.191284
test,0902,416.595795 325.194733 888.579590 984.456543
train,05295,56.798626 61.460506 104.998260 129.560150
train,08419,229.997375 190.627228 473.652283 498.989624
train,00017,368.497742 356.114136 744.933655 876.717773
train,11176,97.292206 82.069931 200.061569 208.541595
train,07145,155.934738 145.292847 338.788269 370.981995
test,1096,96.144073 79.523537 203.804291 224.973831
train,09580,27.461517 26.941301 61.796883 63.526768
train,02027,31.462189 29.552670 65.481941 74.258736
train,09660,153.871948 85.413086 383.716919 379.972290
test,1376,337.807007 281.156860 787.916870 928.367554
train,11296,71.028000 58.409393 143.855896 151.424881
train,05175,71.796288 58.657589 188.191391 200.188904
train,08762,67.849800 67.401764 157.422821 174.208313
train,03125,164.300537 153.188080 441.470978 500.669769
train,12044,24.787128 22.445978 57.069668 60.336941
test,0274,141.276703 98.459381 345.441589 345.004974
train,10394,32.451393 29.000523 65.580376 66.075165
train,04077,33.015312 27.359125 62.223133 64.880173
test,2244,63.306554 45.791755 194.693446 257.969345
train,04397,196.509644 155.887390 505.549927 556.589478
train,01115,37.412262 27.635307 80.900634 85.140592
train,10074,209.429382 174.525650 404.855804 422.918488
train,06047,98.280823 88.024963 211.891785 231.425247
test,0194,29.298235 25.830915 55.728222 58.763660
train,08482,106.252800 78.260872 189.285751 194.855606
train,10240,33.437267 29.857004 61.619873 66.094841
train,02168,120.546776 108.693390 246.159988 272.392456
train,01321,125.515778 75.901550 247.858063 250.943710
test,2070,130.410148 253.325581 668.509514 588.623679
test,1239,94.520615 93.907471 210.084717 243.701828
train,12190,145.216446 114.638710 313.137146 330.884064
train,08902,62.356293 59.189808 130.555573 146.306824
train,06273,132.328247 132.152115 323.764008 383.390259
train,06193,103.819901 86.286133 204.721741 221.291031
test,0040,382.513947 362.519257 856.309021 1031.160522
train,12270,243.348837 209.267442 481.627907 513.127907
train,11039,75.240921 67.451546 148.101028 172.629349
train,08556,321.984131 258.135498 628.815247 664.748230
train,00158,165.169464 128.597168 325.914795 363.092224
train,03311,37.629890 25.007385 78.950920 78.384674
test,2390,169.964844 169.575104 326.089264 368.093109
train,04243,302.544678 222.397964 854.854065 916.015076
train,02288,137.020691 111.652054 349.266632 375.248352
train,07091,72.757683 55.418713 140.906128 138.145370
test,1142,121.410645 107.815804 298.615326 322.353546
train,02213,51.868664 45.258106 112.531769 117.000519
train,09454,58.421619 50.605228 121.875938 129.665558
train,05341,54.727741 40.103729 113.698952 122.046455
train,06108,65.495811 55.948799 129.042343 137.882217
train,11342,281.979797 228.150146 625.553223 690.125061
train,00223,184.842957 141.899307 386.598999 425.108002
train,08999,115.740570 80.241821 266.863403 260.961151
train,09800,186.019058 172.087296 372.488861 414.823883
train,07371,538.288879 353.671143 900.593506 887.196289
train,04138,141.448074 113.576218 270.512695 291.163330
train,03263,226.218109 217.920288 554.448181 627.047974
train,08424,188.409091 183.030655 444.557082 441.195560
test,0132,156.893784 123.869629 338.935760 350.726776
train,04331,75.596397 63.041939 169.733154 179.586304
train,07178,162.526611 120.291840 345.352356 386.591248
test,2102,106.261099 67.571882 239.453488 253.089852
train,07298,45.673347 29.499159 93.847313 81.959579
train,01253,371.560669 302.537262 849.010986 926.227112
train,10332,389.779724 279.667358 781.717346 817.500000
train,08870,171.299683 179.557831 384.476440 449.555634
train,06301,51.849880 46.584373 108.723221 116.359344
train,05148,76.022118 69.180359 163.247559 177.415466
train,03183,65.726898 57.585880 163.981598 168.904648
test,3000,134.068863 145.994049 299.826050 372.694122
test,0249,50.772007 45.486488 94.406319 100.590240
train,03118,180.550049 151.995209 389.062195 447.999023
train,00351,256.171844 197.236572 515.032166 514.185486
train,11230,50.111687 42.271126 103.912498 115.158493
train,12079,73.430328 67.164787 148.367981 163.505417
train,09972,98.138260 82.508873 191.202820 198.158081
train,07203,44.222866 40.859474 90.263245 95.994942
test,2199,46.726494 43.402691 96.426651 107.356224
train,02081,69.921204 53.972393 133.212128 146.011459
train,09526,163.631775 130.967102 326.939056 343.998444
train,01128,272.863251 231.288757 403.151093 407.159760
train,02361,27.713461 24.305250 58.233688 61.530792
train,10049,112.754074 83.647598 223.511078 229.653519
test,1030,34.974560 45.380264 107.111519 140.806915
test,2279,383.891602 319.774231 668.274902 713.446167
train,05233,146.209778 119.437691 315.765045 335.390015
test,1204,80.349838 79.215149 176.070770 209.257462
train,09712,32.964783 28.949749 63.712666 71.081360
train,02155,76.089745 47.773376 180.530930 178.752945
train,05007,100.972984 82.791336 189.774445 201.071075
train,00285,101.844078 88.995163 248.101624 286.389221
train,11004,58.821739 54.953693 100.577866 114.843391
train,00165,127.318970 80.163681 264.832214 243.606552
train,07037,59.361938 54.578079 127.117889 146.691269
train,10106,51.897293 47.993351 106.986610 119.097420
train,09469,540.244263 384.409882 1092.172119 1127.045044
train,01067,334.287903 300.353607 738.736511 857.555786
test,2336,40.545521 34.649624 84.470680 95.074753
train,06135,57.124081 77.012184 131.067886 165.665909
test,0306,246.427521 210.979446 478.432007 518.856750
train,12136,54.494984 59.759537 122.621780 141.231705
train,03057,57.570400 53.834759 130.529617 151.738846
train,08610,254.685516 226.034180 525.968750 585.226685
train,04105,30.072794 29.489517 60.358135 67.827751
train,01387,110.243050 106.265602 299.606720 371.650299
train,09789,61.775883 50.516525 126.553818 136.058014
test,2948,119.969788 93.855804 256.123871 256.370300
train,07566,27.563066 28.373987 71.068115 78.640350
train,02850,357.365051 280.885345 785.958557 812.598206
train,11555,109.184738 106.640137 217.064529 230.781326
train,00434,171.535080 147.441071 375.874847 414.935333
train,05902,334.127747 300.609436 784.514709 884.991699
train,11901,186.783783 176.477081 365.404266 438.938629
train,05556,137.700302 119.891220 272.948914 286.620667
train,00860,174.858673 147.961990 341.795410 375.467102
test,0978,254.653610 214.661301 514.336975 537.013794
train,07686,128.115234 120.499779 265.437469 286.824799
test,1755,126.436836 85.252777 308.291565 335.632935
train,10898,98.900543 80.704330 201.006546 204.810532
train,02404,296.962646 263.015747 641.120911 707.616028
train,09243,137.884796 130.385620 295.072693 339.057404
train,07932,234.899109 195.947433 503.012085 509.482544
test,2587,97.643433 72.498238 218.820740 236.935013
train,10803,78.124863 58.427208 146.462524 142.081894
train,01962,39.920387 38.174088 82.631149 91.747131
train,04454,131.233215 108.428680 278.963440 299.762421
train,06784,49.202293 40.323486 116.731323 130.933640
test,0657,168.993912 141.545929 354.373749 376.216888
train,08341,77.602837 62.523766 153.831390 165.848267
train,06830,58.169201 54.433197 123.755959 134.823944
train,03506,32.707634 25.488987 70.801804 74.292656
train,05999,24.827799 26.552086 59.416252 75.600533
train,03952,41.715622 38.528248 94.173714 109.745209
train,06464,156.739914 131.279404 310.464020 330.735382
train,10457,38.983067 35.975368 68.315216 74.486008
train,04800,409.527802 287.693604 870.159180 875.020996
train,09138,147.698059 130.059906 289.179901 315.428528
train,01536,177.002487 137.265579 387.573669 370.948395
test,2667,158.194061 129.036926 328.688599 348.497192
train,05419,64.744789 60.422394 136.380676 146.257889
train,06650,33.913612 29.818991 60.685444 65.320686
test,0783,56.102432 44.877693 112.176468 125.505646
test,0837,231.315826 200.993073 448.195129 481.552826
train,08295,217.728958 180.749771 553.831177 598.282654
test,2453,112.954330 126.236389 259.059265 324.131653
train,04580,89.565704 75.208527 185.746918 206.291077
train,01702,59.929175 56.979915 120.174419 129.390063
train,10663,294.678253 215.547180 564.180054 564.408813
train,10583,304.753418 265.206818 634.327271 689.302979
test,2807,71.306702 86.294289 168.400391 216.691269
train,07429,56.389061 57.746655 106.771881 114.317429
train,04660,33.246143 26.447643 65.340034 71.421257
train,08175,109.482030 106.017970 328.687104 291.184989
train,03732,244.770142 171.134903 573.470093 653.697693
test,0463,48.503742 38.219337 95.276474 96.453270
train,03886,48.250278 34.624443 80.591209 79.981743
train,11481,148.267151 148.294540 337.265717 406.601013
train,05762,132.682465 115.936676 295.281677 317.450195
train,02630,26.643818 29.293549 67.724640 82.583107
train,09077,135.479202 81.911438 258.135773 245.795227
train,01479,99.385956 87.435333 205.951538 233.777344
train,10518,85.561050 70.565491 181.793304 184.200882
test,2728,111.588173 99.354576 213.834290 232.776611
test,1561,306.618927 284.216156 665.859680 784.281067
train,02984,293.345581 269.803497 572.305725 631.831970
train,07752,105.107635 84.911880 204.252975 220.173676
test,1681,196.507416 168.634766 419.739014 460.950714
test,1935,75.120506 63.098019 161.338470 166.119690
train,01799,35.031689 33.685085 69.210876 77.477821
train,09397,346.937988 317.022156 777.705811 870.112061
test,0718,73.932892 70.062073 149.761200 169.020615
train,05482,348.281860 290.834045 699.658997 736.884583
train,00600,36.515343 28.052753 70.004707 73.801468
train,03449,50.880554 39.401634 103.051720 109.734772
train,11761,64.123322 43.939114 118.492561 128.928329
test,1488,46.406273 45.922440 95.409576 104.019852
train,04712,193.372559 211.262436 477.636566 584.883728
train,01590,47.007351 36.736996 85.749245 89.327774
test,2975,264.002075 219.264618 545.464844 612.210999
test,0511,171.534805 121.504623 419.222260 457.609375
train,11568,145.241119 107.175888 287.283386 280.690582
train,03640,93.993439 77.861931 242.260117 261.211823
train,08007,46.568359 49.042091 105.676964 124.098480
train,00409,295.137451 241.822144 662.001099 729.275269
train,06896,96.977623 76.815247 247.953156 256.275116
train,11688,42.083385 29.240025 82.443130 82.126846
test,0945,37.016281 32.365112 76.428650 85.449158
train,06722,229.639435 170.193634 486.855072 498.448822
train,10711,117.244453 91.191940 207.825409 209.466141
train,01670,62.958168 51.046623 145.803177 160.927048
train,02439,313.923767 264.072327 644.526672 702.427124
test,1768,121.041641 116.504974 249.033020 280.376770
test,2521,38.670795 36.405304 75.818947 86.352943
train,07994,275.637634 268.933044 565.055908 663.645691
test,1847,378.853668 364.330872 750.321289 860.179626
train,04469,240.453430 219.958511 548.099609 675.198120
train,07620,256.385864 151.976151 780.982849 755.114502
train,11613,41.402225 50.725784 104.750923 132.636169
train,00772,147.355255 119.134697 301.238007 317.901672
train,06459,199.696854 174.145370 546.224670 600.721802
train,05610,294.543793 258.630127 655.194275 734.021790
train,00492,141.973724 123.428711 277.766022 294.223572
train,04789,191.862488 170.406418 382.846954 405.154236
test,1413,168.612473 142.595078 352.482178 392.230896
train,09105,60.532770 92.868922 155.010571 205.061311
train,02742,48.389397 47.730255 101.105415 108.101700
train,00912,35.687344 31.808939 74.239182 85.516876
train,05424,80.727036 72.852531 164.647842 182.361969
train,11873,29.803444 32.733673 54.899109 64.642738
train,09331,246.482300 175.476700 494.599579 533.453796
train,07840,207.852768 183.848663 391.346466 420.924927
train,02576,134.642471 114.539589 271.204315 299.850861
test,1993,123.496262 104.070206 258.224670 273.510315
test,1627,119.175667 128.750412 290.782715 342.865906
train,02922,29.002584 30.556862 70.569153 90.554192
train,07414,229.998047 182.549637 529.342651 560.362671
train,02696,77.968895 50.712193 162.629501 161.784439
train,05870,32.911114 30.030563 55.926300 61.363235
train,08148,147.905701 123.161949 310.797150 322.223175
train,00546,37.836895 31.547136 78.337021 86.281967
train,11427,193.343185 200.488678 380.824249 449.052063
train,06516,183.175064 173.833633 378.122681 428.840820
train,03820,34.200180 30.771814 62.004929 69.044785
train,03794,63.176857 34.468704 202.341949 221.083649
test,2715,81.336021 63.450733 152.049408 164.908569
train,01444,296.455933 225.868469 605.355896 632.130127
train,04972,299.937988 248.807281 666.233337 771.884888
train,10525,175.495132 165.530563 432.461273 506.707397
test,1908,366.795502 268.454041 814.096252 879.925964
train,04526,52.331474 47.014732 115.186676 133.464523
train,01810,88.127205 69.265816 235.971771 236.509262
train,10971,35.217759 32.271670 64.832981 71.375264
train,03474,119.303818 80.301720 257.687347 255.286163
train,08233,110.737244 97.359482 224.182175 240.380203
train,06942,331.719696 208.861984 611.118530 569.411621
test,0891,199.595062 200.505798 462.740326 521.602844
test,0725,175.250397 111.312515 437.282806 485.934631
train,00989,103.160049 84.696129 227.967545 237.616196
test,2731,265.830780 270.281158 592.239746 653.671021
test,1578,228.916946 169.292694 489.400513 525.003296
train,10501,66.389687 77.209221 137.678314 165.317383
test,2885,155.006546 120.393608 314.914642 333.414551
train,02629,56.598309 54.960888 138.458774 153.734672
train,04956,79.272079 51.508171 148.507919 154.250671
train,01460,86.300522 68.046288 195.886963 226.933334
train,03804,91.574409 71.575394 182.070419 185.350189
train,06532,210.305679 150.212540 493.016693 529.020630
train,11498,60.726833 43.073784 180.108047 171.990204
train,11778,127.976288 82.334335 351.165253 394.290924
train,06966,113.893974 124.506180 262.015625 284.416016
train,00619,175.357101 132.006531 341.251984 360.265015
train,08217,131.509369 107.660904 297.557434 308.466187
train,03450,52.250698 41.197582 99.512268 105.652924
test,0701,310.814240 180.414185 721.144409 794.166016
train,01780,46.580498 40.184803 90.719246 94.808472
test,1698,277.534058 234.661316 553.910889 603.441833
train,10955,61.643753 56.244785 145.500122 157.117126
train,01834,200.348450 114.746880 422.561615 413.581451
train,04502,89.365433 74.298195 169.874771 174.857269
train,02552,211.978516 166.478134 424.128754 419.725128
train,07864,127.775574 106.087334 254.333771 281.428284
train,09315,312.507202 82.882729 806.423462 789.193665
train,04599,156.608353 133.952698 314.067413 357.431976
test,1603,216.529938 187.467773 501.445221 565.504089
train,00682,82.879036 67.684959 147.412003 158.655746
train,11857,105.766373 94.011047 209.032639 219.746185
train,05400,57.025452 41.287407 122.516830 125.191399
train,00936,45.233894 33.101826 87.268181 91.133606
train,06649,90.850403 84.401062 202.422104 232.740036
train,11403,514.894775 440.825317 1113.446899 1196.792847
train,00562,335.474304 242.602448 745.645142 757.965881
train,05854,477.076904 420.092255 1000.132690 1134.129395
train,07430,138.402405 108.120728 262.634247 268.538391
train,04679,100.120552 88.994461 208.423828 222.849503
train,02906,75.192444 59.430798 163.802582 167.748962
train,06829,87.720345 67.511932 194.172913 218.355957
train,00756,83.823181 73.615417 172.064865 194.072083
train,08358,149.820053 136.897583 291.988129 322.456879
train,11637,32.212474 32.313953 60.829810 67.933404
train,11983,96.617706 58.340195 264.335144 269.613190
test,1863,63.117161 60.316322 154.269592 181.860580
train,02486,86.260132 46.916458 264.828705 274.969238
train,07604,68.188248 51.937992 142.591766 157.068771
test,1437,288.413910 258.347351 475.783051 516.472595
train,02766,89.165581 105.001328 229.870377 279.135742
train,04819,31.502596 28.277250 62.110558 67.580086
train,09121,74.181114 60.066887 133.996078 139.269058
train,05634,35.840561 31.089106 75.356903 83.149612
train,05980,138.606201 97.973923 283.976440 302.502167
test,0535,248.190445 146.579803 556.053711 578.722290
train,08023,99.523926 91.233505 218.231491 243.297348
train,03664,285.908295 232.924240 678.218750 727.901367
train,04736,45.297523 46.195374 97.743324 111.620476
train,02849,238.894028 188.924179 566.455994 676.733826
test,2951,292.808044 197.350189 660.569763 707.893188
train,04882,152.337372 122.137550 320.113403 356.305298
train,01654,31.991541 27.870598 56.663818 61.316204
train,10735,22.385835 20.869979 38.508457 40.286469
test,2505,44.200340 35.402298 76.819176 77.587517
train,10881,68.313301 55.342598 122.169090 134.298798
test,0961,45.790272 36.049377 139.832443 145.784836
train,03584,49.419575 38.574017 101.132416 113.944748
train,00879,42.628834 36.367428 80.600563 84.535698
train,06706,37.059830 30.475624 68.057388 72.137215
train,11918,85.143295 67.249290 196.113678 209.457855
train,09053,346.257782 305.065887 700.876038 759.149902
train,02614,25.143503 25.360897 64.369041 72.963829
train,07496,54.015278 45.004887 112.057907 122.364502
test,1545,40.529694 34.985344 79.549873 87.462082
train,05746,53.311127 41.608452 124.165642 127.301712
train,03839,81.591202 70.627693 162.620071 172.534210
train,00990,87.903816 64.324028 201.660309 217.722717
