id,bb_1_pt1,bb_1_pt2,bb_1_pt3,bb_1_pt4
08657,125.888351,93.065613,287.732178,303.790436
03010,85.163109,54.444145,167.999207,165.434723
06292,269.940857,178.518982,537.471619,549.264771
05040,84.748863,67.023293,180.965073,183.960007
06209,117.470337,94.514214,214.663879,227.208374
08978,416.002258,434.839569,842.746277,930.099670
02112,273.952484,241.784515,567.816711,648.594604
09755,64.664963,59.086342,148.880707,185.792343
07390,66.878548,57.855225,133.348053,146.686234
07070,170.795105,151.992233,338.360931,364.658997
04239,71.526588,60.880463,189.522491,196.546188
11043,97.251740,87.716728,210.598862,244.003738
00122,32.667618,33.059059,68.719032,81.653641
09681,82.437981,76.549271,171.494064,182.316895
07244,66.633545,46.225296,124.866913,125.895309
09935,149.804153,140.535721,441.121460,468.733612
00316,29.095036,17.725353,69.626129,75.924019
08718,60.866455,50.123100,120.841698,128.355316
11277,31.909091,29.272727,55.090909,51.909091
05194,128.013336,106.528236,272.053436,294.734924
05274,305.909027,260.650909,750.453125,853.342712
11197,278.986115,249.378647,558.884949,605.281433
02326,45.984184,34.866051,81.617203,75.555916
09561,27.344654,30.074627,57.007755,64.712799
04376,35.335815,37.827621,67.728271,78.592178
10095,44.302326,52.932347,80.617336,95.775899
08463,33.582066,32.404575,74.017563,82.784859
03224,79.174416,85.400902,221.334610,259.792847
08783,113.317413,105.679695,221.522171,231.243256
06346,56.321785,36.272049,113.696205,107.224487
08837,101.287613,85.382904,261.869171,283.707825
01214,205.352081,98.929939,385.976013,355.588348
10375,26.979433,26.338591,48.178165,55.835785
04096,209.031464,146.306091,548.345215,623.222900
09030,36.901485,21.889402,90.290031,90.883659
02677,189.688080,164.635941,378.405762,410.070190
04908,351.521545,275.436249,868.202393,935.131348
05725,228.018005,182.114914,479.435730,545.283508
05891,31.709225,27.628914,62.702412,67.098351
06938,197.255585,145.796402,397.685181,408.803772
00647,271.046051,212.779724,558.947388,586.915833
08249,425.553223,370.240784,949.451355,958.150330
11726,356.509491,338.637299,783.326294,924.617065
11892,238.448639,189.252014,516.098022,570.077148
02597,228.539112,232.043340,536.429175,600.009514
07715,40.139534,32.103855,82.099930,84.811813
01745,27.300383,23.769522,74.410263,76.209282
10624,60.044397,60.813953,117.183932,135.268499
10990,94.044937,78.003876,206.612686,208.231400
03495,53.768116,48.101048,191.763168,205.649200
00968,32.251586,28.315011,76.382664,67.473573
06617,233.328842,185.785965,546.254150,594.141968
11809,31.244999,26.407753,52.271038,54.631516
03775,51.357294,46.575053,124.194503,120.515856
08132,175.287613,165.183258,346.576508,401.073242
04627,43.240208,38.226654,86.435188,94.736313
02958,427.175903,303.052368,802.288757,827.314148
04993,150.805878,123.895409,309.735809,330.039307
11669,80.131592,77.355385,166.473160,185.569717
03541,39.515564,34.086773,96.689934,110.543648
06877,228.787537,196.486572,472.164673,540.470398
00708,27.119347,24.612013,44.447754,48.772949
08306,210.825821,189.722046,436.266632,485.271454
01691,266.721283,204.535782,592.016052,615.595459
10844,63.805763,67.923485,142.486755,170.118866
04413,505.502411,378.321045,1126.640625,1227.652954
01925,105.054642,106.686783,270.752258,322.511749
10410,51.584572,58.346546,131.570511,149.381409
01571,88.142372,79.970764,180.426224,207.764969
02738,213.578812,187.192215,430.569794,456.948700
04847,33.503292,31.282675,71.298561,82.689949
06423,243.334320,200.499878,552.437195,593.222473
03915,139.782990,101.805092,290.275452,302.886108
11589,35.693459,29.058331,66.074600,69.400352
11512,30.014160,28.525187,54.241653,62.287743
05945,30.388748,28.059191,61.176632,66.802544
00473,106.931541,68.196747,272.651672,278.107666
04768,219.512009,177.696518,467.582794,527.859436
02817,216.291748,165.622421,426.629211,459.620789
07521,106.000259,77.887589,209.790268,205.958694
07975,50.418605,51.617336,102.820296,123.027484
09204,291.645020,173.662811,674.752075,629.313049
02443,110.936050,101.140839,244.864014,275.786957
04488,34.213379,32.363976,72.770538,79.923737
00793,30.443380,26.965002,60.160587,61.971195
11946,178.703094,133.833221,386.021332,382.412292
00827,389.090909,419.497886,960.262156,1099.066596
06758,130.408081,116.578758,281.138062,296.702240
05511,112.106750,95.287102,233.549118,262.195801
04935,75.327408,62.286190,175.704193,197.442810
01403,70.241135,50.773174,140.343887,149.392349
10562,143.415878,129.155670,317.721436,329.150818
04681,73.201813,56.926216,164.566391,180.584229
08194,54.062107,48.552227,106.310562,113.349182
05718,346.587006,224.953629,470.523529,386.757843
03867,179.460922,135.060547,411.898254,418.838501
06551,158.080109,87.407227,300.437256,317.282623
06905,329.974365,212.971268,887.935242,926.882263
08274,88.309486,90.264633,186.079620,224.496460
03433,274.658112,308.524689,868.785156,919.243347
01857,29.727686,26.640457,57.010719,60.402977
07728,118.958344,93.544609,225.359299,231.855148
04561,160.480453,138.350281,342.186676,375.492981
10936,193.969543,170.871796,427.202423,458.923218
10682,121.823067,97.992645,287.591278,283.661835
02531,18.163757,13.047814,49.073868,45.502480
07807,303.588715,257.136627,614.617554,666.403259
01778,125.571182,95.695480,259.519592,289.731964
09376,132.678223,124.951088,252.212448,276.708252
10619,189.169174,152.741821,446.449615,476.853546
05463,369.736145,344.540771,886.667908,987.758301
00955,48.588612,35.855865,99.383537,98.865509
11834,151.701691,101.630638,317.776367,329.829346
11780,174.901535,171.461105,331.612854,366.037048
00501,164.695831,160.293976,330.266937,377.787445
03748,59.290596,45.298878,113.790726,126.021233
05837,241.651443,196.239777,484.555969,515.375122
11460,83.410446,72.683403,170.781693,182.791107
05783,114.531479,89.244919,253.555832,273.796844
09096,56.487438,74.809113,270.715424,313.251221
01498,190.135757,160.249985,399.317047,426.423950
07453,204.897217,194.128433,466.321686,548.750183
02965,237.246628,168.521210,529.020081,552.848816
00881,247.267105,184.139648,584.035828,609.361084
11654,95.648415,75.260376,171.308365,183.351013
00735,47.136318,49.807438,96.789627,116.557510
10879,75.424271,56.131378,169.935867,173.629089
01918,23.782160,18.366339,45.362854,48.619667
07667,327.904907,284.853638,646.274292,661.628906
02705,54.423965,36.411835,107.842308,113.302544
09142,220.718994,183.173233,441.412903,452.313812
07587,142.558990,145.668442,349.154999,436.917297
05657,21.950560,18.977158,39.188236,41.218224
03928,57.238285,49.910309,137.927155,147.191635
08040,118.769348,103.017715,252.285110,256.510406
03607,31.178297,31.069536,62.817577,69.570511
05978,194.188278,165.101761,412.037933,445.903595
06485,132.129288,103.891548,268.946442,286.758087
04755,61.118393,46.368851,110.495903,114.433647
01983,31.883774,28.804626,69.504501,75.897522
10756,80.882828,71.925636,143.083344,150.532639
07948,307.535797,301.108490,659.565002,719.529114
01637,84.964287,67.241440,175.199127,188.061569
09239,262.194580,227.028259,490.797516,542.033752
06765,261.579865,220.931427,562.213745,634.191284
05295,56.798626,61.460506,104.998260,129.560150
08419,229.997375,190.627228,473.652283,498.989624
00017,368.497742,356.114136,744.933655,876.717773
11176,97.292206,82.069931,200.061569,208.541595
07145,155.934738,145.292847,338.788269,370.981995
09580,27.461517,26.941301,61.796883,63.526768
02027,31.462189,29.552670,65.481941,74.258736
09660,153.871948,85.413086,383.716919,379.972290
11296,71.028000,58.409393,143.855896,151.424881
05175,71.796288,58.657589,188.191391,200.188904
08762,67.849800,67.401764,157.422821,174.208313
03125,164.300537,153.188080,441.470978,500.669769
12044,24.787128,22.445978,57.069668,60.336941
10394,32.451393,29.000523,65.580376,66.075165
04077,33.015312,27.359125,62.223133,64.880173
04397,196.509644,155.887390,505.549927,556.589478
01115,37.412262,27.635307,80.900634,85.140592
10074,209.429382,174.525650,404.855804,422.918488
06047,98.280823,88.024963,211.891785,231.425247
08482,106.252800,78.260872,189.285751,194.855606
10240,33.437267,29.857004,61.619873,66.094841
02168,120.546776,108.693390,246.159988,272.392456
01321,125.515778,75.901550,247.858063,250.943710
12190,145.216446,114.638710,313.137146,330.884064
08902,62.356293,59.189808,130.555573,146.306824
06273,132.328247,132.152115,323.764008,383.390259
06193,103.819901,86.286133,204.721741,221.291031
12270,243.348837,209.267442,481.627907,513.127907
11039,75.240921,67.451546,148.101028,172.629349
08556,321.984131,258.135498,628.815247,664.748230
00158,165.169464,128.597168,325.914795,363.092224
03311,37.629890,25.007385,78.950920,78.384674
04243,302.544678,222.397964,854.854065,916.015076
02288,137.020691,111.652054,349.266632,375.248352
07091,72.757683,55.418713,140.906128,138.145370
02213,51.868664,45.258106,112.531769,117.000519
09454,58.421619,50.605228,121.875938,129.665558
05341,54.727741,40.103729,113.698952,122.046455
06108,65.495811,55.948799,129.042343,137.882217
11342,281.979797,228.150146,625.553223,690.125061
00223,184.842957,141.899307,386.598999,425.108002
08999,115.740570,80.241821,266.863403,260.961151
09800,186.019058,172.087296,372.488861,414.823883
07371,538.288879,353.671143,900.593506,887.196289
04138,141.448074,113.576218,270.512695,291.163330
03263,226.218109,217.920288,554.448181,627.047974
08424,188.409091,183.030655,444.557082,441.195560
04331,75.596397,63.041939,169.733154,179.586304
07178,162.526611,120.291840,345.352356,386.591248
07298,45.673347,29.499159,93.847313,81.959579
01253,371.560669,302.537262,849.010986,926.227112
10332,389.779724,279.667358,781.717346,817.500000
08870,171.299683,179.557831,384.476440,449.555634
06301,51.849880,46.584373,108.723221,116.359344
05148,76.022118,69.180359,163.247559,177.415466
03183,65.726898,57.585880,163.981598,168.904648
03118,180.550049,151.995209,389.062195,447.999023
00351,256.171844,197.236572,515.032166,514.185486
11230,50.111687,42.271126,103.912498,115.158493
12079,73.430328,67.164787,148.367981,163.505417
09972,98.138260,82.508873,191.202820,198.158081
07203,44.222866,40.859474,90.263245,95.994942
02081,69.921204,53.972393,133.212128,146.011459
09526,163.631775,130.967102,326.939056,343.998444
01128,272.863251,231.288757,403.151093,407.159760
02361,27.713461,24.305250,58.233688,61.530792
10049,112.754074,83.647598,223.511078,229.653519
05233,146.209778,119.437691,315.765045,335.390015
09712,32.964783,28.949749,63.712666,71.081360
02155,76.089745,47.773376,180.530930,178.752945
05007,100.972984,82.791336,189.774445,201.071075
00285,101.844078,88.995163,248.101624,286.389221
11004,58.821739,54.953693,100.577866,114.843391
00165,127.318970,80.163681,264.832214,243.606552
07037,59.361938,54.578079,127.117889,146.691269
10106,51.897293,47.993351,106.986610,119.097420
09469,540.244263,384.409882,1092.172119,1127.045044
01067,334.287903,300.353607,738.736511,857.555786
06135,57.124081,77.012184,131.067886,165.665909
12136,54.494984,59.759537,122.621780,141.231705
03057,57.570400,53.834759,130.529617,151.738846
08610,254.685516,226.034180,525.968750,585.226685
04105,30.072794,29.489517,60.358135,67.827751
01387,110.243050,106.265602,299.606720,371.650299
09789,61.775883,50.516525,126.553818,136.058014
07566,27.563066,28.373987,71.068115,78.640350
02850,357.365051,280.885345,785.958557,812.598206
11555,109.184738,106.640137,217.064529,230.781326
00434,171.535080,147.441071,375.874847,414.935333
05902,334.127747,300.609436,784.514709,884.991699
11901,186.783783,176.477081,365.404266,438.938629
05556,137.700302,119.891220,272.948914,286.620667
00860,174.858673,147.961990,341.795410,375.467102
07686,128.115234,120.499779,265.437469,286.824799
10898,98.900543,80.704330,201.006546,204.810532
02404,296.962646,263.015747,641.120911,707.616028
09243,137.884796,130.385620,295.072693,339.057404
07932,234.899109,195.947433,503.012085,509.482544
10803,78.124863,58.427208,146.462524,142.081894
01962,39.920387,38.174088,82.631149,91.747131
04454,131.233215,108.428680,278.963440,299.762421
06784,49.202293,40.323486,116.731323,130.933640
08341,77.602837,62.523766,153.831390,165.848267
06830,58.169201,54.433197,123.755959,134.823944
03506,32.707634,25.488987,70.801804,74.292656
05999,24.827799,26.552086,59.416252,75.600533
03952,41.715622,38.528248,94.173714,109.745209
06464,156.739914,131.279404,310.464020,330.735382
10457,38.983067,35.975368,68.315216,74.486008
04800,409.527802,287.693604,870.159180,875.020996
09138,147.698059,130.059906,289.179901,315.428528
01536,177.002487,137.265579,387.573669,370.948395
05419,64.744789,60.422394,136.380676,146.257889
06650,33.913612,29.818991,60.685444,65.320686
08295,217.728958,180.749771,553.831177,598.282654
04580,89.565704,75.208527,185.746918,206.291077
01702,59.929175,56.979915,120.174419,129.390063
10663,294.678253,215.547180,564.180054,564.408813
10583,304.753418,265.206818,634.327271,689.302979
07429,56.389061,57.746655,106.771881,114.317429
04660,33.246143,26.447643,65.340034,71.421257
08175,109.482030,106.017970,328.687104,291.184989
03732,244.770142,171.134903,573.470093,653.697693
03886,48.250278,34.624443,80.591209,79.981743
11481,148.267151,148.294540,337.265717,406.601013
05762,132.682465,115.936676,295.281677,317.450195
02630,26.643818,29.293549,67.724640,82.583107
09077,135.479202,81.911438,258.135773,245.795227
01479,99.385956,87.435333,205.951538,233.777344
10518,85.561050,70.565491,181.793304,184.200882
02984,293.345581,269.803497,572.305725,631.831970
07752,105.107635,84.911880,204.252975,220.173676
01799,35.031689,33.685085,69.210876,77.477821
09397,346.937988,317.022156,777.705811,870.112061
05482,348.281860,290.834045,699.658997,736.884583
00600,36.515343,28.052753,70.004707,73.801468
03449,50.880554,39.401634,103.051720,109.734772
11761,64.123322,43.939114,118.492561,128.928329
04712,193.372559,211.262436,477.636566,584.883728
01590,47.007351,36.736996,85.749245,89.327774
11568,145.241119,107.175888,287.283386,280.690582
03640,93.993439,77.861931,242.260117,261.211823
08007,46.568359,49.042091,105.676964,124.098480
00409,295.137451,241.822144,662.001099,729.275269
06896,96.977623,76.815247,247.953156,256.275116
11688,42.083385,29.240025,82.443130,82.126846
06722,229.639435,170.193634,486.855072,498.448822
10711,117.244453,91.191940,207.825409,209.466141
01670,62.958168,51.046623,145.803177,160.927048
02439,313.923767,264.072327,644.526672,702.427124
07994,275.637634,268.933044,565.055908,663.645691
04469,240.453430,219.958511,548.099609,675.198120
07620,256.385864,151.976151,780.982849,755.114502
11613,41.402225,50.725784,104.750923,132.636169
00772,147.355255,119.134697,301.238007,317.901672
06459,199.696854,174.145370,546.224670,600.721802
05610,294.543793,258.630127,655.194275,734.021790
00492,141.973724,123.428711,277.766022,294.223572
04789,191.862488,170.406418,382.846954,405.154236
09105,60.532770,92.868922,155.010571,205.061311
02742,48.389397,47.730255,101.105415,108.101700
00912,35.687344,31.808939,74.239182,85.516876
05424,80.727036,72.852531,164.647842,182.361969
11873,29.803444,32.733673,54.899109,64.642738
09331,246.482300,175.476700,494.599579,533.453796
07840,207.852768,183.848663,391.346466,420.924927
02576,134.642471,114.539589,271.204315,299.850861
02922,29.002584,30.556862,70.569153,90.554192
07414,229.998047,182.549637,529.342651,560.362671
02696,77.968895,50.712193,162.629501,161.784439
05870,32.911114,30.030563,55.926300,61.363235
08148,147.905701,123.161949,310.797150,322.223175
00546,37.836895,31.547136,78.337021,86.281967
11427,193.343185,200.488678,380.824249,449.052063
06516,183.175064,173.833633,378.122681,428.840820
03820,34.200180,30.771814,62.004929,69.044785
03794,63.176857,34.468704,202.341949,221.083649
01444,296.455933,225.868469,605.355896,632.130127
04972,299.937988,248.807281,666.233337,771.884888
10525,175.495132,165.530563,432.461273,506.707397
04526,52.331474,47.014732,115.186676,133.464523
01810,88.127205,69.265816,235.971771,236.509262
10971,35.217759,32.271670,64.832981,71.375264
03474,119.303818,80.301720,257.687347,255.286163
08233,110.737244,97.359482,224.182175,240.380203
06942,331.719696,208.861984,611.118530,569.411621
00989,103.160049,84.696129,227.967545,237.616196
10501,66.389687,77.209221,137.678314,165.317383
02629,56.598309,54.960888,138.458774,153.734672
04956,79.272079,51.508171,148.507919,154.250671
01460,86.300522,68.046288,195.886963,226.933334
03804,91.574409,71.575394,182.070419,185.350189
06532,210.305679,150.212540,493.016693,529.020630
11498,60.726833,43.073784,180.108047,171.990204
11778,127.976288,82.334335,351.165253,394.290924
06966,113.893974,124.506180,262.015625,284.416016
00619,175.357101,132.006531,341.251984,360.265015
08217,131.509369,107.660904,297.557434,308.466187
03450,52.250698,41.197582,99.512268,105.652924
01780,46.580498,40.184803,90.719246,94.808472
10955,61.643753,56.244785,145.500122,157.117126
01834,200.348450,114.746880,422.561615,413.581451
04502,89.365433,74.298195,169.874771,174.857269
02552,211.978516,166.478134,424.128754,419.725128
07864,127.775574,106.087334,254.333771,281.428284
09315,312.507202,82.882729,806.423462,789.193665
04599,156.608353,133.952698,314.067413,357.431976
00682,82.879036,67.684959,147.412003,158.655746
11857,105.766373,94.011047,209.032639,219.746185
05400,57.025452,41.287407,122.516830,125.191399
00936,45.233894,33.101826,87.268181,91.133606
06649,90.850403,84.401062,202.422104,232.740036
11403,514.894775,440.825317,1113.446899,1196.792847
00562,335.474304,242.602448,745.645142,757.965881
05854,477.076904,420.092255,1000.132690,1134.129395
07430,138.402405,108.120728,262.634247,268.538391
04679,100.120552,88.994461,208.423828,222.849503
02906,75.192444,59.430798,163.802582,167.748962
06829,87.720345,67.511932,194.172913,218.355957
00756,83.823181,73.615417,172.064865,194.072083
08358,149.820053,136.897583,291.988129,322.456879
11637,32.212474,32.313953,60.829810,67.933404
11983,96.617706,58.340195,264.335144,269.613190
02486,86.260132,46.916458,264.828705,274.969238
07604,68.188248,51.937992,142.591766,157.068771
02766,89.165581,105.001328,229.870377,279.135742
04819,31.502596,28.277250,62.110558,67.580086
09121,74.181114,60.066887,133.996078,139.269058
05634,35.840561,31.089106,75.356903,83.149612
05980,138.606201,97.973923,283.976440,302.502167
08023,99.523926,91.233505,218.231491,243.297348
03664,285.908295,232.924240,678.218750,727.901367
04736,45.297523,46.195374,97.743324,111.620476
02849,238.894028,188.924179,566.455994,676.733826
04882,152.337372,122.137550,320.113403,356.305298
01654,31.991541,27.870598,56.663818,61.316204
10735,22.385835,20.869979,38.508457,40.286469
10881,68.313301,55.342598,122.169090,134.298798
03584,49.419575,38.574017,101.132416,113.944748
00879,42.628834,36.367428,80.600563,84.535698
06706,37.059830,30.475624,68.057388,72.137215
11918,85.143295,67.249290,196.113678,209.457855
09053,346.257782,305.065887,700.876038,759.149902
02614,25.143503,25.360897,64.369041,72.963829
07496,54.015278,45.004887,112.057907,122.364502
05746,53.311127,41.608452,124.165642,127.301712
03839,81.591202,70.627693,162.620071,172.534210
00990,87.903816,64.324028,201.660309,217.722717
11745,215.269836,206.556686,471.367767,541.708740
00624,150.527374,135.522598,340.329346,393.437927
10968,55.929424,42.558121,111.075058,117.234932
01809,78.063522,73.845383,194.784363,214.042877
07776,241.780670,171.728210,532.962280,577.858276
01892,79.905624,81.995232,208.854370,275.510651
10647,151.560333,106.237991,311.591125,307.578491
07859,32.332851,27.012815,69.977058,72.433914
01726,150.711517,139.026276,303.339539,325.535339
09328,310.937195,195.699615,587.166992,577.134094
06674,103.689102,88.338211,199.894684,215.916611
03716,379.244843,295.765991,850.308960,909.320007
05869,35.734417,32.080368,59.002075,66.252495
08151,98.294708,87.688820,186.914490,198.783539
06594,212.233673,104.407806,595.687866,582.298767
04644,499.247162,353.965973,1093.066162,1090.799927
03522,164.293747,155.806549,340.197205,393.065491
06814,152.769379,167.863541,422.518982,515.567932
08365,35.229069,35.380329,75.090881,86.345192
04470,229.115662,189.495636,546.261719,600.934387
01946,109.944489,74.605957,236.999130,237.505753
07639,69.030670,77.898232,178.545212,214.680649
10827,417.499420,272.395874,833.892212,884.217896
10793,122.682373,92.115982,249.338989,260.210480
01512,187.367813,139.335739,391.926910,423.810730
04824,90.610275,90.150467,218.165695,260.080322
10473,62.725044,60.278915,128.880219,151.938690
04790,339.273926,332.798218,797.193115,876.076233
08085,207.007721,184.800034,384.665466,407.086761
06440,81.414276,61.792595,156.233185,158.096573
05609,531.151978,334.485077,1050.249756,1121.107056
03976,165.227676,139.843094,327.593201,347.973511
03659,239.583878,194.909546,529.306641,541.107239
05926,29.986340,26.856543,56.836109,60.524834
00410,34.396534,28.942314,63.464245,66.519279
11571,199.341766,182.647293,407.963409,440.843536
05692,81.925003,68.518402,176.863464,210.270508
09187,55.915070,47.731926,107.673141,117.716270
01589,50.813385,42.118950,136.114044,147.816147
02874,78.608437,68.067917,149.373032,157.158417
07542,209.608978,197.144485,447.443329,522.349548
07916,56.414265,44.146885,113.200516,118.481079
01669,44.428860,35.795059,87.986404,94.205170
09267,84.282043,70.915215,169.584747,197.943848
02420,203.422012,204.463791,525.343872,569.335327
10708,82.539459,73.799355,172.950256,184.121826
00844,201.302811,179.160416,401.288452,416.270447
05572,443.625275,317.240082,1000.930847,1078.567383
11925,77.396965,39.442551,161.031464,151.968643
11691,299.896881,275.894653,800.144958,884.546326
03393,249.538834,220.752365,549.626038,568.632996
05358,110.653740,79.659607,232.362625,226.500122
06111,258.099762,223.591431,603.287842,674.298462
01043,258.199768,233.762207,526.379456,588.116882
10122,65.529831,64.652657,123.097130,141.619232
07088,34.726089,41.610226,86.738892,112.993080
07368,131.055023,134.672028,307.683014,390.005585
09819,92.692551,99.512177,200.325317,242.987701
04121,44.793541,33.177414,129.376801,143.149048
08980,44.307671,36.638607,95.168282,108.343628
08634,83.426491,68.615158,157.757538,165.800751
03073,54.426971,44.585335,114.347374,119.752426
12112,406.969635,330.977203,824.730408,870.094543
05023,83.546722,65.789566,172.831207,189.581802
12189,48.597836,43.422287,100.130150,116.616440
09882,355.690582,323.946655,740.120544,787.490784
02171,27.176523,29.025124,53.724689,61.861599
01338,28.587444,27.332331,61.963528,72.490700
09736,35.955603,37.122622,70.970402,81.427061
10259,79.307129,54.565186,167.368378,172.863693
02291,227.484818,209.215652,465.608429,504.147827
07013,32.647552,20.830790,125.594398,142.706284
00141,172.164795,154.420624,409.193726,448.731934
03308,92.831421,77.483124,230.419876,262.530762
12269,190.628952,162.432785,408.361694,457.922699
11020,36.519089,19.298965,67.042122,63.493500
07227,238.276535,182.283813,486.902008,492.392975
09956,69.696304,61.016811,138.889252,151.369141
11214,157.734070,141.464844,349.543335,372.501617
00375,30.932299,28.106728,52.187508,59.130798
00095,237.440094,132.448792,512.050903,537.449951
05217,32.920898,27.659084,61.922100,66.248749
02345,155.176743,117.422997,306.827332,350.585541
09502,34.682499,31.118792,63.249855,64.948822
09599,267.731995,207.889511,526.954285,542.127197
01197,180.654144,138.693375,371.390015,385.352722
04315,185.283707,202.446396,445.975128,549.652527
08400,413.669342,307.253632,759.585205,712.855286
03247,67.074127,55.310284,133.990189,142.598907
06325,255.676163,138.349228,936.961060,1016.035950
08854,48.578369,36.245029,94.807571,98.914886
10316,77.246979,61.368874,152.536942,169.011017
01277,114.569710,117.035965,230.974350,262.368500
09679,54.665211,41.970943,112.600540,115.759499
05365,258.228210,291.368652,650.382141,849.778992
11086,42.477901,24.736511,98.528702,99.368355
09470,59.086662,46.814697,125.433083,133.064026
02237,107.334038,112.968288,293.264271,350.906977
09790,58.054466,68.414551,104.374352,115.475296
07355,61.280201,54.417126,129.107483,143.381699
09824,165.770538,143.192917,368.324890,375.149597
00207,48.428303,46.555710,91.442528,103.627769
08609,247.678009,228.263519,520.768677,582.345154
11366,44.317287,37.580170,93.323799,100.760155
05085,258.341797,228.956299,563.269165,594.893860
08692,163.624924,146.664505,307.229889,332.399902
06257,168.718994,153.428146,475.131348,506.309082
08926,120.634262,118.569588,246.410110,275.503632
01305,107.603676,90.857323,206.609909,217.429550
10264,29.832775,27.455322,61.362835,67.512566
04187,70.694992,69.802696,161.566177,185.578201
04267,318.975677,311.933105,667.679932,748.497864
10184,225.640015,194.337158,525.706299,563.795166
03335,133.650696,120.425407,285.621490,339.994019
08572,371.963562,352.604126,878.977478,985.098755
12254,82.812241,40.134018,188.334824,193.610992
02098,46.426060,41.332413,93.730103,100.046463
04053,97.167686,86.728470,200.763443,221.822723
11229,332.909119,283.974976,707.270935,768.013184
12060,462.949341,480.486115,1105.223877,1314.459961
03101,272.324066,202.895370,523.682617,529.033386
00348,300.274414,276.488678,658.644653,717.806824
08746,28.771408,25.142096,52.801956,58.079472
06383,113.947731,96.852997,248.173523,261.940063
06063,220.907272,179.415619,436.853821,472.845764
10050,74.592125,64.521698,147.927216,151.512299
01131,101.770782,84.671661,221.962082,243.159805
02378,222.657440,174.283813,488.870667,522.940552
04328,156.568787,122.745384,318.304230,348.891144
07161,216.628964,163.031712,643.451374,745.319239
11152,56.950695,52.604931,121.869293,137.570526
00033,90.339317,99.028831,186.131866,221.199371
06318,192.181818,181.318182,482.909091,547.681818
08869,32.207874,29.228191,61.899727,69.333611
05151,426.351746,301.232178,887.883972,916.942688
09644,213.219727,189.843735,573.802734,673.932495
02003,198.246216,197.716782,381.310059,466.779144
07281,401.467230,355.093023,747.577167,908.190275
10492,138.087830,136.443146,356.637665,396.236755
04771,223.865738,167.591919,620.910706,687.218628
07538,112.450745,102.275955,253.617249,297.336426
03623,38.547718,37.162647,86.048950,107.749527
08064,57.666386,62.519714,140.010895,170.359772
03997,139.871552,114.913147,264.199097,274.402130
06741,130.285004,122.126556,304.210175,333.232758
05508,347.337209,408.860465,942.779070,867.511628
08384,58.856121,46.397495,119.865761,125.008560
04491,57.552898,44.448677,113.829605,123.627113
01613,221.304474,163.332062,472.152039,476.473358
10772,31.985331,26.579109,62.339500,66.087090
07643,40.771439,29.191696,93.587929,97.663582
01688,27.368048,26.768812,58.684338,68.879105
09286,203.950317,202.192389,509.472516,569.773784
05593,37.489937,32.154049,66.850548,73.646568
03558,138.520004,118.434639,367.963196,437.447144
00711,59.437710,52.745888,128.733215,147.620789
11670,70.958774,77.618393,174.049683,196.692389
11590,167.727188,125.748688,346.990662,394.088776
