id,manual_1_X,manual_2_X,manual_3_X,manual_4_X,manual_5_X,manual_1_Y,manual_2_Y,manual_3_Y,manual_4_Y,manual_5_Y,Gender,Race,Age,label
7900,0.3270513929426542,0.8342688287480006,0.5988080154571502,0.34684910706464267,0.7733295791839367,0.39614032120625525,0.41988628093851144,0.5419046943091356,0.7270861254071069,0.746725176629103,2,1,0,4
7915,0.3017409648392567,0.7730984261847127,0.5543581968593719,0.44191179785261714,0.7284312825074039,0.43523573551009453,0.37501477716739723,0.524254600764266,0.775610400284683,0.7441873488534596,2,2,0,5
6209,0.19384686073072638,0.6325282702424818,0.44347249943828576,0.23036163246319402,0.514176785531697,0.38411476435737646,0.4302132512840053,0.6026096853094364,0.7816454469435581,0.8184820341754303,0,0,2,1
9949,0.31876289155762255,0.7903109659527806,0.6006054053066057,0.4190329568650765,0.7632101715747557,0.4148567157936451,0.3847806878688453,0.5772608877905497,0.8158704214576439,0.7837850724731807,0,0,2,7
1966,0.24835765983319957,0.7047949670287904,0.3696951893249812,0.1616944429472396,0.5372450781768857,0.33939441109279034,0.42321948432034234,0.5417374127705563,0.7224044359167532,0.7961253420683914,1,1,1,4
1973,0.2888007672729866,0.7746439105175449,0.5158851628542074,0.2676845325515754,0.7482316426505708,0.37907972427788467,0.3904812710063428,0.5955626254368508,0.7322835283905228,0.7436850751189807,0,0,3,4
3782,0.34789867987282835,0.7948393409398218,0.6016091351261507,0.3534005433674687,0.7492302225362562,0.4109720160486591,0.4167304550410024,0.5804879147164363,0.7831626226729897,0.7379094762298882,1,2,3,3
4149,0.281245786102433,0.7707128155604818,0.5170667830660842,0.31826396823254893,0.6212675769004344,0.46604031359933445,0.4909135501609687,0.7657048589557895,0.827296997222315,0.8320360233479619,0,0,1,6
3797,0.1684570342589304,0.5672363297173836,0.28386414420924766,0.1826287479623116,0.6057622808803542,0.34498337996949346,0.3093058477177814,0.5109850653011103,0.7252599815113402,0.70269628632172,0,0,3,3
997,0.4597570262360864,0.9018104768815349,0.7813394474733585,0.41099509329259964,0.8261915829437859,0.3947144591168451,0.4055469785880084,0.6301367000578072,0.7311176497684474,0.72015450143363,1,0,3,4
982,0.24502786434424847,0.7345152277116566,0.44714509842951033,0.267184736585522,0.7214767361880555,0.4081379257978074,0.39161137672741136,0.626995182625842,0.7576043123976197,0.7440095947908867,0,1,1,4
8409,0.49369815898706354,0.9700501394130686,0.7652048548827826,0.30792553093662284,0.6651972567822955,0.35323770135604654,0.33048665016135015,0.652821965950131,0.8803571269233084,0.8841530769601265,1,2,2,4
2773,0.21147417736944543,0.7030120804019544,0.421599915387249,0.2594720239782288,0.6582725985695225,0.4044047324491296,0.40996080899724124,0.6483352133217268,0.7866967076272782,0.7697317771373986,1,0,2,4
2766,0.43513384575746794,0.8626174974163638,0.7452725278817077,0.42647031733019247,0.8735837192074107,0.3261484659775522,0.3232196939543495,0.5154160509593467,0.6954723607936568,0.6896779863399087,0,0,4,4
11012,0.186773433056943,0.5601749263997376,0.3550293681768836,0.34682176158566674,0.6012129593558208,0.45324493754915146,0.35980996686300654,0.6904064862619148,0.8700695914755119,0.8233521061324395,0,2,3,7
11007,0.34550878740469726,0.8117779861325375,0.5162215635514205,0.20537543106619377,0.5926579397360588,0.35773327790713016,0.5196942343657709,0.6632013388759339,0.7370069516316555,0.8620651017124357,1,0,2,7
6440,0.10491631199808053,0.5738619364257236,0.2305396353747954,0.19228727326136236,0.5853830881174705,0.4332677202596969,0.37064310053734223,0.5771870088274027,0.7960772399246061,0.7601181853567877,1,0,3,4
6455,0.49709515880155264,0.8978345038102677,0.8428759650662154,0.5016750370302236,0.8543256606378931,0.44477697467222255,0.4243432272894875,0.6337891379625207,0.7580944345408251,0.766608495950298,0,0,2,4
4301,0.361052811311558,0.8141947889569621,0.5604825407421921,0.2578481998223314,0.7290843503957809,0.331030345225047,0.40589941772441707,0.6094969803056427,0.6777176642268699,0.7926451454344338,1,0,2,4
4314,0.29632873468219867,0.6837255311100989,0.42323353200319697,0.33640286563422966,0.5968948647411316,0.32356809185464125,0.3187052658081087,0.40133269274000277,0.731849785169244,0.7124058656847791,1,0,3,1
32,0.2011804879800422,0.6697464736102177,0.41546357056679023,0.3528805668481861,0.6354508940602768,0.37093080228422065,0.359165905920474,0.5942936015759969,0.7657546715717584,0.7788246770176571,1,2,1,1
27,0.19782275840060912,0.6204088928756134,0.3141855579277913,0.19169840053075735,0.5730410250328243,0.3778665950214464,0.41609300255696835,0.5307743479093991,0.7314651102167543,0.7974634019030556,0,0,0,2
5808,0.1420363643630034,0.5613492845123385,0.23359524445208701,0.22165246405250502,0.49898224341709235,0.41039926435587515,0.4472669733275565,0.6558562303635964,0.811086439119851,0.8411620248703398,0,0,2,6
6608,0.444755446602069,0.9084260760248858,0.7358999548170347,0.40798583292125695,0.842636657912622,0.39974963171585787,0.42082105365321215,0.6274078065150775,0.7463555311750061,0.7463555311750061,1,0,3,4
8641,0.21663838081357184,0.6328678346796137,0.3876707660549249,0.30251210128424333,0.7170321251174966,0.4469754317081474,0.37479849375107005,0.6339410440542075,0.7606825318607362,0.6990348333194055,1,0,2,4
10946,0.2981941085095664,0.7765108370551154,0.5373524727823408,0.34602788256219075,0.742345356444719,0.42745296511466213,0.41816065579729944,0.6120090065830541,0.7899265177570559,0.7939112690284733,0,1,2,7
10953,0.3501994566755559,0.8131512292081258,0.6648588016296421,0.4080714286554401,0.8348742215937729,0.32429206182261233,0.31818523309978264,0.5444016459222156,0.7736816173398227,0.7553408427038156,0,0,2,7
8654,0.2596196178073408,0.6684884675941067,0.41419640981168476,0.4303956079885417,0.749511653550876,0.4360533883865977,0.38727254164570346,0.5787956721764168,0.8136861251767114,0.784778956737663,0,0,2,6
3046,0.35953741072850137,0.7993776814170411,0.6383207277203667,0.33980695423549034,0.807802801865894,0.42032609864759085,0.41496706142828693,0.6218157456548434,0.7366108189722741,0.7204321829286108,1,0,2,4
3053,0.1837491302051624,0.7979467893974483,0.48181906339429587,0.25600938940069334,0.7076287373878986,0.4545488271377462,0.4279989349164327,0.6631565191291338,0.7238440810137374,0.720047749350881,0,0,1,4
4698,0.21166621708443406,0.6290646032606686,0.3160136262352103,0.20552401674703305,0.4756058401300747,0.39292542531071484,0.4523219383739785,0.6624726754712909,0.7675513000507037,0.7949605669603931,1,0,2,1
9329,0.35072192352293585,0.7456195382018348,0.4876185106788991,0.14011142811009172,0.42794702444036703,0.27146048800381256,0.4099314797188969,0.46362458335564,0.7645873150550339,0.8663219152302272,0,1,2,2
6869,0.23601139592703052,0.6813657359179761,0.4157155313430648,0.2711724334081888,0.6227687071419772,0.432593936874902,0.4531350442273256,0.6071817651682965,0.7689342974169777,0.7817695934616911,0,0,1,5
7375,0.31278352643832175,0.7877399039619613,0.5859981374397216,0.3798519116665454,0.7518985503952329,0.40274941030947625,0.40228552416249247,0.5641838511760711,0.7888119555591215,0.7911128308481615,0,1,1,5
7360,0.2968843620206112,0.73535628641389,0.4449160073005692,0.18831440740960426,0.7202870628949816,0.3562499088307303,0.3880135461969473,0.5272118220865176,0.6763052868208155,0.7188813864849627,1,0,2,4
8820,0.2581834326008031,0.7262115575582271,0.4159377289774384,0.25904944971648697,0.6680414971895658,0.32606386674279303,0.34394813810615943,0.5658097747490013,0.7250955415681728,0.7641967152317489,0,0,1,4
10727,0.42466020343116395,0.960365403961482,0.7398092025859213,0.45619113602422934,0.7623083934701256,0.3408276837984635,0.43586834586325074,0.6083959857064527,0.8020298411796979,0.8231778512961369,1,2,2,7
10732,0.11605132746410175,0.5289234485213302,0.11032662998725792,0.08738447115960296,0.3110379930390282,0.30282419646161257,0.36994925204778656,0.5377618910132215,0.7503057644995266,0.8249048283757577,1,2,2,7
8835,0.20466500489690329,0.44530101920204856,0.3400239962154536,0.528019032483489,0.7235419604659495,0.5368465764540604,0.4428321595297913,0.6644429201958968,0.8054667482536121,0.7114479259867198,1,0,2,6
6384,0.47711961802713454,0.9164124835388947,0.8830533157237628,0.4917204082696052,0.908939767363842,0.40912132138544594,0.4237629766760466,0.5887050130852015,0.762021789746848,0.765453133119098,0,0,2,4
6391,0.3758598589945329,0.848960849105141,0.6678984932624848,0.4352000701260124,0.8335425776581026,0.44813826347894337,0.4576185609631269,0.6324354285349554,0.7963754288876462,0.7867086188329965,2,0,0,4
5669,0.21953222718169946,0.6062248718055698,0.41635435260117837,0.35466839635191416,0.7647622355240089,0.460334600555179,0.3622855949532678,0.5504237192745612,0.7588764583809965,0.6667794402678231,1,0,2,4
7898,0.451922816670137,0.8749697003163309,0.6860602281594382,0.3561376266255815,0.6860602281594382,0.41103059705220374,0.48410734383786397,0.6777589215055897,0.7727550896984,0.822080221129752,1,0,2,5
2912,0.0852157174014895,0.48356551075753407,0.2082607428575967,0.1865607541144659,0.549481994420501,0.43080230186694046,0.4113382156612505,0.631148154708266,0.7939944798892699,0.7875703726194114,0,1,1,4
2907,0.43256441059557926,0.8264119363258892,0.6339911284805733,0.35207944736091507,0.6658265428661416,0.39290101594210824,0.4541402356436704,0.6314431533396617,0.7773860415798557,0.8190183484451999,0,0,2,1
7128,0.2799073888728273,0.7303024481856669,0.4913550143929313,0.316167523880508,0.7619538895631695,0.41880050521430234,0.37742397039513387,0.5978273231917285,0.7327083107124827,0.7004985887254777,1,0,2,4
9174,0.301988383226447,0.7424064091713691,0.5213205751880012,0.28545807398060924,0.7215084499569923,0.34016245612983625,0.3671866863136351,0.5498105145370843,0.7499179181678928,0.7499179181678928,0,2,2,2
9161,0.334589494701698,0.8048587162905146,0.5969312357271619,0.3771729490959887,0.7641052067196638,0.37735575858066805,0.3746932771208851,0.5438994447424095,0.7402118619654505,0.746463222543626,0,0,4,2
12066,0.11934821534336597,0.3717454397955104,0.11674666103279724,0.2520473950367905,0.4524068966594204,0.3904281318864467,0.3639773578675798,0.6390681062634231,0.7660327210871933,0.7730850614479456,0,0,2,7
12073,0.15754970191249873,0.5950007722659271,0.12352480165332433,0.12676394245813924,0.442700826602282,0.3215791557175876,0.3179713441832942,0.46715280049099606,0.7390446450964265,0.7606984060147642,0,2,2,7
5434,0.24887406711370633,0.6980570643406329,0.47561999718603815,0.36315988296424256,0.6593963655785285,0.4068253922558847,0.3792943053127712,0.5561424722763698,0.77410015215751,0.7633559861933523,1,0,1,1
8185,0.3148503320037436,0.7716725637521287,0.5330641732479278,0.32986664700203766,0.6068350262471367,0.3409712710858692,0.383951106727092,0.47845948569724805,0.7449292156238808,0.7616485554750295,1,0,1,1
8190,0.25894940683772516,0.7622874827412217,0.45955913305072776,0.16412497075148294,0.6309921096987324,0.22670788590640345,0.302324964148267,0.4703718220086799,0.6019978398784773,0.6776149181203409,0,0,2,4
5421,0.21937012251217017,0.6503988795160848,0.3955673518977377,0.338776705549823,0.6940861832858148,0.421620080394127,0.2996447880482685,0.5012785735989045,0.7365247534040066,0.6419287709742274,0,0,2,4
1707,0.23120230921609378,0.7001385741470747,0.3652753985421867,0.17758676838752854,0.6950486356180112,0.3579045641680736,0.40080560273625326,0.6350676395569811,0.7009507985217147,0.7347594749301858,0,0,3,4
1712,0.4767582558924963,0.8976185804101944,0.815054842315108,0.48376321519634846,0.846436467610801,0.4231743385251297,0.3853164030941965,0.5591367725233011,0.7681817693018508,0.7291338871227974,2,0,0,4
7761,0.28022081674071786,0.7689550421569945,0.5039229352175797,0.27292203018430244,0.6911473765617105,0.35149818043047854,0.3873869761808006,0.5970560895659072,0.7576085699211481,0.7557206828822061,0,0,2,4
7774,0.2691613439092434,0.7478538764817688,0.47749952411449015,0.27908107685575956,0.6833637181652099,0.39615588047350125,0.39615588047350125,0.5828862242950872,0.7600954769901271,0.7658154415248848,1,0,1,4
5985,0.3330892959219779,0.8295335821106877,0.6723681162859456,0.3670050234591885,0.7342002352235293,0.35680177024191434,0.37740262236654964,0.6211834831703514,0.7859323934465586,0.7973957794864498,1,0,2,5
10333,0.23968686933205843,0.7501914557732419,0.4510838831208025,0.3364024377620308,0.7232205692781652,0.4276795264320265,0.3775822889719402,0.5829187096144265,0.7999193660553374,0.7682031293899588,0,0,2,7
10326,0.39528151168329767,0.8666700718780549,0.7362497506736969,0.4640201383089803,0.8417230920646207,0.378442497200924,0.3715221337624299,0.5507788921810103,0.7734308139654973,0.770458662958876,1,2,2,7
5990,0.31626058377020083,0.7395746801519252,0.49389457217994476,0.32456029559240096,0.5778346758735066,0.35736462335639296,0.40054406415050975,0.555153632476983,0.7382919985150532,0.7654303170104552,0,0,1,4
4299,0.5001118061310316,0.9149683864364001,0.7870238195233881,0.4829155332573793,0.8359365207199558,0.4029725298221463,0.38620327079204647,0.6129405020262243,0.771798183877627,0.7457764189989575,0,0,1,5
3452,0.2565402163458904,0.6459372759976005,0.5932267812472629,0.47963084817434243,0.8771478012732323,0.3876188619700941,0.2576400932240561,0.38399268708330536,0.7486927762039035,0.5970304616821365,0,2,2,4
9728,0.1162300408552074,0.5733734809190612,0.33458891416953374,0.2720182624667223,0.5733734809190612,0.4003548070890107,0.35943826206090385,0.5727826092841249,0.7432622480631299,0.7179335670088025,1,0,1,3
3447,0.24048930813069008,0.7154035578061824,0.39380114383298265,0.2783290886418648,0.6516307873789163,0.4590949201626675,0.4602839475482043,0.6296049965841194,0.8128039473437625,0.8086689715104778,1,2,2,4
5268,0.3260735917442999,0.8926318132046162,0.6131407684079179,0.3411540438016758,0.7994561629929728,0.3064219270186416,0.3169610644215615,0.5302732054566595,0.7330160972676867,0.7372317522288544,1,0,2,4
6790,0.20846117633537278,0.5878169760564605,0.3926528276461515,0.4558544109394451,0.736252916818904,0.4918345098609392,0.2866965309550904,0.5840374191694166,0.8191327563151939,0.6992787882545466,0,2,3,4
6785,0.27794458698401125,0.7606833030758784,0.48049119649950206,0.31507854733763246,0.649281422015015,0.4012742138872939,0.4452581468025983,0.4628507580982282,0.7531336538285813,0.7824562757721175,2,0,0,5
4974,0.07363089004692489,0.526392607555665,0.11956190592576298,0.21667638962092203,0.6143216090705179,0.39755521886280837,0.39572693052559954,0.589546841042915,0.8062228671604206,0.8135372762017957,0,0,3,6
4961,0.0977824456395425,0.5399938520258946,0.20833601242287378,0.13241178775138693,0.4067974729488624,0.3786152681186358,0.4141311161827053,0.5528574488893396,0.7859176878364854,0.821431152286591,0,1,0,1
9560,0.22221417779683497,0.66405109233025,0.3722703659833432,0.3097493566755351,0.6765533722425554,0.41994593792476825,0.3678450715763176,0.5831745012226808,0.8019709164428693,0.7880789534623003,0,1,2,3
9575,0.20546075203261488,0.7042444284380798,0.445033965166243,0.3939777340831588,0.6885364861562867,0.43204302869274935,0.3834297985032711,0.6362180844696345,0.827428590158145,0.7950197700318262,1,0,2,3
7529,0.3292226546984115,0.7838672565921025,0.6310318121789671,0.5149464704624233,0.8322237716299392,0.5256153110246067,0.40180240662736183,0.6461328149245863,0.864045699455274,0.7765546269125001,0,0,1,5
1313,0.20237800865766195,0.6232016565336314,0.33992519866376114,0.27502513621960145,0.6286457130284544,0.4046750533864091,0.4243857971403295,0.6223400189080475,0.7518197703711698,0.7574573284142595,1,0,2,3
1306,0.3103266120151281,0.7801720527033845,0.5602447099757583,0.4099408471737776,0.6930442409296821,0.4223800004133735,0.4186010272020408,0.6526660005978492,0.8100277334767539,0.8102370643543494,1,0,1,1
8591,0.2640060598897015,0.7096434207316727,0.2778185336237916,0.11892220484816564,0.44710065811678057,0.307582270710114,0.45162996957791207,0.6057822067807269,0.6613803786608429,0.7397253673135082,0,0,2,4
5020,0.19145441956329487,0.5503907093334531,0.28866268897985997,0.346993171735597,0.5503907093334531,0.4006866290155291,0.3575985596254526,0.5796594744234345,0.7928771050635858,0.7763052935518321,0,0,2,1
5035,0.5384399699728344,0.8287445405036129,0.7706842340724421,0.3981247775871574,0.6061775005383544,0.33747117242629737,0.4999335049206039,0.620835374789094,0.7304034357882845,0.8210810244790462,0,0,3,1
8584,0.010246753919962404,0.4277341871292648,0.30138927350369604,0.29589709105444284,0.6584528128541154,0.4901812551637436,0.3279094380415237,0.7409657771149418,0.8196434911188825,0.701628026411152,0,0,2,5
3280,0.09243090822275417,0.5804409130224006,0.24330348413668718,0.21350248765640867,0.5525006100786308,0.4098667900381562,0.41321333334162397,0.5186087897261468,0.6925959892269318,0.7009623474856014,2,2,0,5
3295,0.33811920548516916,0.8425193969503345,0.5878501085417449,0.32878313390727465,0.772300603769877,0.3861737233762063,0.4094506927634306,0.6139927185354942,0.7444769237944737,0.7550731561274638,1,2,3,4
778,0.2433605401084631,0.7152415514543803,0.4521352367830575,0.33389035066268574,0.6389316420439236,0.34985266613193816,0.3431645890305148,0.503666675037057,0.7907245911554058,0.7699662586216123,0,0,3,1
2989,0.3273610347408021,0.8134879460608242,0.563608118549811,0.2637537930009334,0.7317061584921798,0.33208088066960934,0.41854932291512265,0.5238086532908045,0.6929812887864498,0.7644048777891331,1,2,2,4
6142,0.35404410763371325,0.8196314567909362,0.6187378325352241,0.3399284908241651,0.7655734117993044,0.3907666368786212,0.4060324619921324,0.6020958946204129,0.7927617142555714,0.779843327479789,1,0,2,4
1789,0.3438849969660846,0.8124095236870174,0.6375807459296641,0.49774538650507183,0.7774437681355467,0.3682464365461362,0.31798539924819186,0.5391101052718222,0.7501945328795259,0.7401542544635996,0,0,3,1
6157,0.13747162129109347,0.5681765668937869,0.2682610775462147,0.23793016884276344,0.565215980187673,0.4370978742265993,0.4227588949220251,0.6458576377916384,0.7934293230891559,0.7915467274669156,0,0,2,5
11510,0.2587442474296379,0.6885337362611351,0.376365461821845,0.19931005199054733,0.5580728399458258,0.3632511678753078,0.4325392801131548,0.6085895002547167,0.7883066151778353,0.843324763386251,1,2,0,7
11505,0.29241911753117195,0.7558019356405216,0.5547059685448935,0.45153615336950703,0.8379822851872617,0.44289534166906624,0.3608695912244002,0.3898102380590298,0.7822802905188575,0.7179404909175763,1,0,2,7
3978,0.21489524814747504,0.633783545307074,0.3659997612800405,0.3689442011223604,0.7357906924974651,0.4661542124641636,0.33320653589911675,0.5548027905851382,0.7738044117804377,0.6564385309466192,1,0,2,4
2271,0.2534149029920961,0.7116626445194879,0.5259578078126624,0.39295590150582516,0.781184227714979,0.43686960068872716,0.35000749472569004,0.5326678434484315,0.7649461937453611,0.6890400363207034,0,0,4,4
2264,0.3737759020113043,0.8643279437028827,0.6599244064649249,0.39931092446649885,0.8285953599451307,0.3886856768061597,0.38484606613772726,0.5272213068913797,0.769643177239432,0.7658035665709994,1,0,3,4
530,0.3143041637929299,0.7868757660549063,0.5932275292876901,0.4118968111144528,0.7835279276678251,0.4294527818044161,0.3945731101171679,0.4936719536133763,0.7595221581736772,0.7367372272280923,1,0,2,4
525,0.21915979696260077,0.7097396228398323,0.4740491091717287,0.3233063895266511,0.8166305412718879,0.45031244055261355,0.40988030509848694,0.6716237742632597,0.7460955774492176,0.7014107124225182,1,0,1,4
4603,0.41989634389245895,0.8529654678687073,0.5892819570208612,0.46576310820437045,0.770245453383149,0.5622472447527557,0.5610734943441654,0.7119403504562574,0.9747203151666001,0.9884587698848614,0,0,0,5
4616,0.38109381910803986,0.8124740112812231,0.7444680251485126,0.47254768905207606,0.8284879899239759,0.4521195008752206,0.38362995168339825,0.6372297396709397,0.8108157663448233,0.7248282086938163,0,0,2,5
7816,0.38935988051363335,0.8262695899510595,0.6598293494358314,0.40808644661407273,0.8033779397527872,0.3728505554145234,0.3745339515574821,0.5532647912593631,0.7471726370249866,0.7471726370249866,1,1,4,3
7803,0.21709800176542482,0.7397539023507296,0.468136349847177,0.34056023021984905,0.6080606420314039,0.16081740970384417,0.17204154406175745,0.22816000027012362,0.6350226850478786,0.6181864835110089,1,0,3,1
8343,0.29229166092430786,0.7819187047873098,0.6007569424812016,0.371591093973609,0.8430946439099329,0.3889836581234514,0.33828192537886864,0.5364747679730234,0.7704977815196853,0.7352354983683077,0,1,2,4
2039,0.11805161302376486,0.5093263625061376,0.16576848490147986,0.19917569508821678,0.5877865075513886,0.39755020507881933,0.39755020507881933,0.6135633495429921,0.7613700934619254,0.7375100049039702,1,0,3,4
8356,0.25158477035065807,0.7107677276432248,0.46842618584717743,0.2797448006363604,0.6993520595332955,0.39122687588462535,0.39619452224986523,0.5521875286948407,0.7322123597982058,0.7279776083451468,0,0,0,4
11758,0.24814089213039806,0.7578042581727304,0.4650923678879351,0.2759416703308355,0.6958256512273001,0.37660689059810243,0.38460017917201034,0.5178352494319973,0.7434825233066555,0.7736408748393339,0,0,2,7
379,0.28527910096161196,0.7471945421015554,0.5110102462184647,0.34473754594818645,0.6543506252520169,0.3962419052765479,0.3984950960511518,0.6327184611256205,0.7703630031975875,0.777420108278431,1,0,2,1
3694,0.2507897303388227,0.5395680177066315,0.5793968009988727,0.5843773597603088,0.9030233128974864,0.6454591208805163,0.27840085957844624,0.5630566811326193,0.9301228097671075,0.5930233503134231,1,0,2,4
3681,0.1632265405848318,0.5503959408771637,0.2817417539567593,0.30861139477966437,0.6057058552046397,0.4418750074138169,0.38038516952818713,0.6238366476389482,0.7832073103464471,0.7593691016568708,1,2,2,4
1870,0.2747013234402993,0.7023772580772583,0.5492573824658628,0.43310438156197645,0.8766298637297799,0.42589033921688413,0.29239141017708753,0.5484463144367759,0.7454194831950641,0.6359899449960152,1,0,2,4
1865,0.2672775559336886,0.7465049377684344,0.5376499311449048,0.3836899088128921,0.8114376240434533,0.46453871629389787,0.33477488499635516,0.6331238600017858,0.7547018842633088,0.6690531807047946,1,0,3,4
2665,0.326244026769934,0.8008485017332171,0.6042466627687222,0.4535991463984579,0.8766451130852869,0.47757680449115675,0.41339518214923854,0.7232336893172767,0.8117353156519819,0.7453728984003813,1,0,2,4
2670,0.1648830621185197,0.5689800699069211,0.3536367124108345,0.3270529999556149,0.7125423082376455,0.43720774637176285,0.26051783462632466,0.4876902087105342,0.765345045133515,0.6253715329940753,1,2,1,4
881,0.24137305351839333,0.6944881725254516,0.3935546443248531,0.2744580737089413,0.7127707492004831,0.3850378606030576,0.38329759085804876,0.5666985048232611,0.7274006571954665,0.7274194709224395,1,0,1,4
894,0.2163054654981069,0.5614353775888373,0.32786816001151176,0.3067129507128818,0.7212567769326134,0.43451457991824044,0.3458021297732012,0.5341131425517489,0.7315722364750042,0.6362459005876876,1,0,3,4
6556,0.1549013801544877,0.6137464054214739,0.24664093115683544,0.23634674031501587,0.590320616820061,0.43495410954041736,0.5113079338239652,0.7321847936343415,0.8122882671935145,0.8672641955025074,1,0,2,5
1388,0.6078676750869975,0.7855878824905005,0.9383179616858296,0.9161017837876717,0.993855334503971,0.3815720047184634,0.3001324687836369,0.3699374175815307,0.6584597344352461,0.6095970424838313,1,0,1,1
6543,0.7040611293057969,0.9674835250268208,0.826497219908948,0.34788473925742214,0.5630748241879242,0.3527154879337578,0.3987311715971297,0.7323533714781163,0.8560229277645313,0.9077914212179786,0,2,1,4
11104,0.17625016384032513,0.5920132170300065,0.3532597589381329,0.3697254079629124,0.6290601537194747,0.45483227281999494,0.36378015607411524,0.6156907081976509,0.8160062776587801,0.7492344211717371,1,0,2,7
11111,0.15222235778220966,0.5519273731075149,0.2598358242706342,0.27520273887388064,0.5057965864539762,0.43830085694564397,0.40345196339404116,0.6512764076997712,0.8332852543468064,0.8061780368219766,0,0,2,7
4217,0.130531841791774,0.541502875162161,0.2273353806427347,0.1726732167776896,0.42495764860277546,0.40032308406465,0.48039169277159344,0.6383676564760828,0.7537902870104037,0.8184643439575697,1,0,1,1
4202,0.40159656081567174,0.8407603153049914,0.6404358909895348,0.35287219877448167,0.7014466719703003,0.3905789275450099,0.4428792407969188,0.6227396280525191,0.720647732679515,0.7593201895926799,1,0,2,5
124,0.24074808038278647,0.6738514733103911,0.5894321589107911,0.48299325783916447,0.8169936487106071,0.4621440023697794,0.288731500173252,0.5302711485999615,0.7749054336477431,0.6262675790845799,1,0,3,4
131,0.2549036363368697,0.7472658490502736,0.49305727807602623,0.32180101640040665,0.656284233550109,0.4647967363016135,0.4658213442660579,0.6345354309828184,0.7572378644391193,0.7603060586183622,2,0,0,6
11359,0.18521066414288445,0.6628719551502347,0.30982394415489123,0.21592795241103746,0.6113054652447135,0.3775749786873551,0.37120301184918286,0.5113774812298052,0.7737722592868073,0.7748723916829006,1,0,3,7
10850,0.28875144410178155,0.7855891370062921,0.5476158730613894,0.38477925808375746,0.781410904003351,0.41835540837233925,0.38168293959472616,0.5894551991654342,0.812505908749431,0.812505908749431,1,0,2,7
