id,manual_1_X,manual_1_Y,manual_2_X,manual_2_Y,manual_3_X,manual_3_Y,manual_4_X,manual_4_Y,manual_5_X,manual_5_Y,Gender,Race,Age
03452,32.242,34.895,46.389,29.590,44.474,34.747,40.347,49.632,54.789,43.442,0,2,2
09728,354.220,400.707,490.631,384.703,419.378,468.150,400.707,534.831,490.631,524.924,1,0,1
03447,52.247,58.337,72.190,58.404,58.685,67.945,53.836,78.268,69.512,78.035,1,2,2
05268,37.960,38.100,53.739,38.450,45.955,45.534,38.380,52.267,51.144,52.407,1,0,2
06790,37.075,49.476,50.040,41.115,43.370,53.234,45.530,62.816,55.113,57.931,0,2,3
06785,382.658,421.677,557.026,439.968,455.819,447.284,396.071,568.000,516.787,580.194,2,0,0
04974,544.876,588.560,796.063,587.104,570.358,741.457,624.236,914.012,844.845,919.837,0,0,3
04961,296.192,298.985,450.771,313.885,334.837,372.085,308.297,469.861,404.211,484.760,0,1,0
09560,116.378,122.017,162.356,115.510,131.993,142.403,125.487,169.729,163.657,167.994,0,1,2
09575,357.420,408.156,518.506,389.130,434.792,488.065,418.303,562.900,513.433,550.216,1,0,2
07529,50.691,61.450,72.118,54.612,64.915,68.106,59.444,80.141,74.397,75.309,0,0,1
01313,205.886,220.746,271.668,225.029,227.387,268.043,217.242,296.178,272.519,297.403,1,0,2
01306,83.923,91.462,116.133,91.119,101.056,112.364,90.752,126.647,110.160,126.666,1,0,1
08591,53.751,50.975,74.819,60.284,54.404,70.246,46.892,73.839,62.407,78.902,0,0,2
05020,105.020,108.108,144.027,101.769,115.584,134.438,121.923,165.806,144.027,163.368,0,0,2
05035,389.557,305.157,485.103,373.632,465.994,424.590,343.376,470.771,411.851,508.990,0,0,3
08584,438.820,581.056,607.725,507.716,556.609,694.400,554.387,729.959,701.068,676.621,0,0,2
03280,307.122,381.627,519.301,383.247,372.719,434.267,359.762,518.491,507.153,522.541,2,2,0
03295,38.777,41.369,52.770,42.173,45.705,49.238,38.518,53.745,50.822,54.111,1,2,3
00778,173.744,184.506,235.600,183.369,201.111,210.655,185.611,259.456,225.597,255.927,0,0,3
02989,171.279,169.421,237.533,183.663,203.477,201.000,162.610,228.864,226.387,240.628,1,2,2
06142,64.641,63.960,87.103,64.981,77.411,78.094,63.960,90.846,84.495,89.982,1,0,2
01789,60.152,62.428,77.089,59.900,70.769,71.022,65.714,81.639,75.825,81.134,0,0,3
06157,120.717,129.696,163.488,127.769,133.705,157.751,130.693,177.583,163.194,177.330,0,0,2
11510,169.678,175.919,238.600,190.034,188.540,225.898,160.147,262.509,217.679,273.717,1,2,0
11505,87.411,97.681,118.694,91.661,105.118,93.785,98.153,122.589,124.242,117.867,1,0,2
03978,325.367,375.044,450.844,327.545,370.630,406.716,371.512,484.960,481.400,443.028,1,0,2
02271,85.538,100.743,119.596,92.228,105.794,110.134,95.909,132.904,124.763,125.463,0,0,4
02264,38.532,41.763,50.462,41.639,45.491,46.237,39.153,54.066,49.593,53.942,1,0,3
00530,56.942,64.542,79.386,62.307,70.189,68.657,61.577,85.692,79.227,84.232,1,0,2
00525,94.325,105.305,137.049,100.770,116.523,130.128,103.395,138.481,146.358,133.469,1,0,1
04603,511.506,568.062,760.772,567.283,609.001,667.411,537.906,841.814,713.160,850.932,0,0,0
04616,213.851,245.592,280.468,232.327,269.966,281.444,227.974,315.064,282.941,298.410,0,0,2
07816,119.612,123.056,159.788,123.247,144.483,143.526,121.334,165.527,157.683,165.527,1,1,4
07803,331.545,287.219,492.386,292.285,408.799,317.614,369.539,501.251,451.859,493.652,1,0,3
08343,54.474,61.880,74.547,59.023,67.120,70.191,57.725,83.378,77.055,81.391,0,1,2
02039,61.708,73.373,83.446,73.373,64.359,88.483,66.215,98.822,87.805,97.153,1,0,3
08356,359.433,397.463,514.456,399.693,432.640,469.719,368.940,550.533,510.602,548.632,0,0,0
11758,49.483,53.273,68.824,53.665,57.716,60.199,50.538,71.265,66.472,72.744,0,0,2
00379,430.635,434.997,646.543,436.451,536.146,587.597,458.427,676.420,603.146,680.974,1,0,2
03694,111.452,157.791,148.270,111.135,153.348,147.317,153.983,193.974,194.609,151.126,1,0,2
03681,125.078,142.295,170.928,133.125,139.113,169.431,142.295,193.198,177.478,189.643,1,2,2
01870,67.160,77.958,94.926,67.503,84.985,87.556,77.444,102.982,106.239,94.412,1,0,2
01865,57.003,65.556,80.015,57.614,69.986,75.874,62.593,83.315,83.133,78.073,1,0,3
02665,39.565,43.654,53.115,41.329,47.502,52.553,43.201,55.759,55.279,53.355,1,0,2
02670,316.757,386.826,451.574,318.530,379.730,406.339,370.861,513.661,499.470,459.557,1,2,1
00881,328.554,347.866,481.149,347.126,379.804,425.112,339.696,493.446,487.306,493.454,1,0,1
00894,161.698,180.748,215.078,163.700,178.953,199.888,175.681,237.834,239.797,219.515,1,0,3
06556,382.592,406.841,569.532,445.836,419.968,558.641,415.774,599.551,559.988,627.628,1,0,2
01388,295.689,284.842,353.542,253.203,403.260,280.322,396.028,392.412,421.339,373.429,1,0,1
06543,527.984,380.683,618.143,401.000,569.889,548.302,406.079,602.905,479.730,625.762,0,2,1
11104,377.464,482.555,511.821,442.647,434.666,553.059,439.987,640.857,523.793,611.591,1,0,2
11111,80.144,92.766,106.753,89.696,87.308,111.528,88.331,127.562,103.682,125.174,0,0,2
04217,287.338,299.523,389.385,326.938,311.375,381.028,297.802,420.548,360.446,442.692,1,0,1
04202,523.658,545.798,716.496,580.261,628.533,698.779,502.263,763.295,655.323,788.778,1,0,2
00124,336.867,435.652,482.575,366.503,454.174,462.818,418.365,560.367,530.732,501.097,1,0,3
00131,277.438,315.580,411.117,315.944,342.098,375.881,295.601,419.472,386.415,420.562,2,0,0
11359,118.281,121.901,159.909,121.177,129.141,137.104,120.958,166.918,155.415,167.043,1,0,3
10850,94.660,103.706,129.382,100.204,112.751,120.045,101.371,141.345,129.090,141.345,1,0,2
08757,55.868,59.800,74.670,60.483,70.910,68.004,59.629,79.456,75.696,79.627,0,2,2
08742,35.775,37.980,49.006,37.895,41.203,43.748,36.877,50.533,46.462,50.703,1,2,1
10845,224.538,256.116,317.049,254.800,257.778,298.081,237.003,352.927,304.314,351.680,1,0,2
02438,38.345,43.833,54.655,43.070,46.271,48.863,40.109,55.736,53.026,55.068,1,1,1
03150,64.969,67.430,84.652,71.972,76.397,82.250,57.399,85.409,78.974,91.276,0,0,4
03145,46.810,51.127,65.886,50.987,52.661,60.179,50.430,73.405,65.468,70.899,1,0,1
10631,465.187,508.046,638.077,500.056,553.085,601.029,485.527,677.304,622.822,669.313,0,0,1
08936,105.943,120.021,137.938,110.209,133.245,141.351,117.888,152.869,140.924,142.204,1,0,3
08923,224.518,252.221,313.092,245.975,273.941,290.720,238.812,359.216,326.094,348.680,0,0,1
10624,88.374,104.692,101.406,77.494,108.092,99.480,106.846,119.311,113.305,110.132,2,1,0
07263,639.159,669.431,732.310,685.134,687.905,723.711,651.617,768.636,733.204,781.016,0,0,0
07276,166.234,162.024,179.916,120.453,206.227,150.448,189.914,181.495,202.017,162.024,1,0,2
01459,260.567,252.957,329.897,235.202,353.571,273.249,305.378,373.017,337.506,361.180,1,0,2
06292,317.108,321.690,439.887,330.852,347.923,410.461,317.108,453.631,441.218,461.578,0,0,3
06287,314.859,359.830,453.519,356.083,392.621,415.107,337.991,475.629,442.531,470.574,1,0,1
02804,253.314,269.084,344.293,276.362,292.738,349.145,252.707,381.291,327.232,386.506,0,0,2
10479,93.602,95.981,123.925,97.318,109.507,119.763,96.426,133.438,116.493,132.843,0,0,3
02811,241.921,266.439,332.001,243.469,281.775,306.169,263.425,347.192,347.858,331.763,0,0,3
03318,50.224,61.419,71.071,55.822,56.594,69.334,60.840,82.460,76.862,76.283,0,0,2
09062,481.989,517.255,692.676,511.486,585.238,667.308,513.309,768.778,676.636,766.922,1,0,1
09077,155.536,157.997,197.369,157.013,158.489,180.636,158.489,208.689,188.511,209.673,2,0,0
05522,289.408,298.575,399.412,292.229,343.705,328.192,292.934,407.874,396.756,408.465,1,0,2
08093,118.515,136.688,144.563,124.573,133.659,153.043,139.717,168.793,160.918,163.341,1,0,2
08086,56.120,60.465,76.480,58.479,63.186,71.589,58.685,77.013,78.839,75.363,1,0,2
05537,34.839,34.603,47.479,36.488,41.669,42.141,34.054,45.438,44.182,47.636,0,0,2
12170,100.151,98.676,129.638,104.205,111.946,117.106,101.256,125.952,119.686,128.901,1,0,2
12165,199.692,194.015,263.400,213.569,228.708,248.262,185.185,270.338,230.600,284.215,1,0,2
01611,66.807,69.471,89.453,69.471,76.838,78.689,70.121,91.984,84.326,92.373,1,0,0
01604,291.114,260.438,396.292,270.079,391.909,350.715,276.214,388.403,355.974,393.662,0,0,2
11488,96.373,104.994,125.685,97.140,118.582,114.215,109.537,133.552,131.057,127.938,1,0,2
05893,367.706,389.451,457.653,385.498,346.949,420.093,339.042,507.074,403.289,509.051,1,0,2
10225,177.775,175.571,230.234,157.937,219.654,211.719,188.796,243.900,228.912,230.675,0,0,3
10230,319.485,318.427,429.568,346.834,349.252,392.030,293.471,439.302,389.210,464.753,1,0,1
05886,99.617,84.242,137.792,91.134,99.617,105.980,99.087,149.987,125.597,153.698,0,1,2
07677,474.704,504.577,653.944,515.958,555.789,589.930,483.239,690.930,619.803,693.775,1,2,3
07662,336.160,363.017,465.971,362.458,405.542,437.435,338.957,486.114,450.864,481.078,1,0,2
03544,36.661,40.241,46.736,37.589,45.809,46.604,40.373,54.823,45.941,52.172,1,0,2
11939,218.896,232.933,299.516,221.781,277.715,267.021,236.943,321.829,305.119,311.135,1,2,2
03551,160.571,180.171,237.694,182.941,215.750,221.502,173.567,275.403,232.368,271.142,0,2,2
04862,35.691,37.538,46.730,35.743,41.530,44.148,38.500,49.339,48.175,47.684,0,0,4
04877,385.511,441.288,453.822,343.133,513.681,398.565,517.241,575.392,631.170,516.054,2,2,0
06686,81.374,88.140,109.122,85.643,97.141,99.622,88.445,119.272,107.710,117.014,0,0,2
06693,391.627,392.800,485.471,390.454,378.723,459.664,398.665,548.816,454.972,551.162,1,0,2
01058,184.593,195.949,253.464,187.176,221.475,233.858,181.557,260.240,254.443,255.271,1,0,3
09476,59.022,62.680,76.645,62.347,66.860,73.976,61.996,83.826,76.249,81.899,1,0,3
03719,69.609,75.172,98.722,75.358,84.712,97.741,72.947,103.358,98.166,103.728,0,0,2
09463,142.490,142.198,198.911,154.184,164.415,169.677,137.813,199.788,183.417,207.389,1,0,2
10078,72.636,76.724,94.149,79.305,91.567,89.201,75.648,105.980,92.213,106.411,0,0,2
01205,264.623,359.478,321.290,323.754,307.739,361.942,297.884,405.058,349.623,374.261,1,0,2
01210,47.896,51.344,65.645,51.266,58.167,58.867,49.067,66.333,64.467,65.867,0,0,1
11089,358.745,356.051,494.052,357.318,427.194,450.415,371.984,502.461,471.974,497.369,0,0,3
08487,191.017,197.467,264.121,212.249,222.462,231.600,182.954,283.203,235.363,296.642,1,0,2
05136,300.298,319.211,410.566,310.552,314.812,330.503,303.044,449.490,406.994,436.414,1,0,2
05123,56.648,62.262,79.405,61.488,58.944,76.296,57.396,88.963,74.116,90.211,1,0,2
08492,66.304,61.918,93.839,64.842,84.335,77.513,63.867,96.519,82.386,97.006,0,0,3
00919,124.997,120.253,163.179,120.176,115.904,147.241,125.852,177.086,159.605,174.198,0,0,2
00442,190.602,224.020,266.935,188.492,250.402,226.482,239.849,298.594,281.358,273.619,0,1,0
07289,306.605,266.767,438.720,280.007,367.180,328.979,302.785,449.038,415.204,455.587,0,0,2
00457,141.813,147.514,193.073,151.132,163.500,185.075,144.623,200.858,185.967,201.598,0,2,2
06995,170.533,158.566,213.415,186.988,165.547,185.990,152.084,213.913,182.001,237.848,1,0,1
06980,357.904,389.186,511.472,392.030,447.485,463.126,361.760,517.743,482.879,521.560,1,0,1
04771,356.219,382.485,524.046,388.539,440.696,485.518,370.017,591.325,494.350,595.868,1,2,1
04764,302.523,352.955,408.438,317.025,339.018,392.390,340.709,470.754,435.809,443.240,1,0,2
07964,63.539,65.649,83.106,66.992,63.347,74.857,61.429,93.465,75.624,93.657,0,0,2
07971,320.475,413.076,436.227,326.957,403.816,389.000,408.446,501.048,492.714,426.967,2,0,0
08231,44.881,48.851,64.627,46.030,54.136,56.984,47.611,67.210,67.030,65.881,1,0,1
05780,97.307,106.797,140.784,100.386,123.590,129.306,103.016,144.304,134.836,136.571,1,2,2
05795,366.884,405.924,519.897,403.773,429.677,493.866,382.372,560.935,505.584,564.884,1,0,2
08224,423.064,450.177,577.056,449.986,497.245,518.542,438.826,610.466,552.848,607.843,1,0,1
09938,255.565,261.805,353.485,261.590,286.768,322.160,263.598,373.351,342.228,376.055,0,0,2
06278,441.097,442.472,706.530,438.346,551.322,618.286,493.521,718.164,662.641,708.186,1,2,2
04539,620.042,698.105,888.324,698.204,745.456,886.032,623.928,978.337,880.831,984.533,0,0,0
09088,66.543,83.117,64.067,51.798,77.520,63.852,92.803,83.547,89.574,58.471,2,0,0
10493,141.261,146.439,193.493,145.539,173.456,182.912,145.314,201.823,185.613,201.823,0,0,2
10486,339.645,343.385,457.651,364.160,397.817,424.410,324.271,476.350,426.903,491.724,1,0,2
06030,429.385,456.321,609.299,458.276,502.729,600.217,445.187,662.786,583.304,670.897,0,0,2
06025,730.516 631.536,987.13 770.841,884.484 825.83,620.539 957.802,829.495 1067.78,0,0,0
11462,170.410,187.756,243.263,177.927,201.055,223.604,186.986,259.578,243.263,254.826,1,1,2
11477,40.599,44.598,54.143,46.275,48.338,50.402,40.857,57.368,50.660,57.626,0,0,2
02303,73.765,83.170,105.911,75.956,95.360,100.422,79.922,112.664,113.926,104.458,1,0,2
08079,147.428,160.306,204.468,156.381,175.569,189.401,156.967,206.095,202.756,203.710,1,1,2
02316,248.945,258.482,341.012,275.362,280.320,326.561,235.341,347.597,322.491,364.332,0,0,2
04365,268.652,298.704,361.626,291.191,290.252,328.757,283.678,403.887,357.870,401.070,1,0,2
04370,412.006,441.506,570.884,453.422,500.972,541.348,420.418,617.759,539.513,624.378,1,0,2
05879,41.933,44.788,60.239,44.276,53.722,57.749,45.081,65.511,57.969,63.461,0,0,2
00056,52.737,58.891,76.212,56.839,62.992,71.011,58.435,82.594,74.617,80.998,1,2,2
07688,43.965,46.875,61.035,47.360,52.282,54.445,44.644,62.587,58.610,63.362,1,0,2
00043,281.767,302.398,367.881,289.840,322.133,359.808,305.986,416.320,367.881,407.350,0,0,3
04888,65.695,70.180,89.752,68.957,79.150,86.490,67.326,92.878,87.985,95.324,0,0,3
06679,151.915,173.727,205.525,162.323,188.612,201.149,170.701,233.388,209.767,223.780,0,0,2
05394,338.628,358.881,461.152,348.266,372.118,431.151,367.991,498.325,467.456,510.901,1,0,2
10922,88.081,112.451,108.552,129.022,87.106,133.896,82.557,144.944,96.204,154.042,0,2,1
08625,54.437,59.534,76.233,61.116,65.686,69.114,54.525,80.716,73.421,81.770,1,0,2
08630,32.612,33.920,43.949,33.993,37.626,38.571,32.975,44.458,43.077,44.821,0,0,1
10937,319.801,341.197,427.209,337.345,402.817,405.813,339.913,476.419,429.348,465.721,1,0,2
05381,255.205,277.656,342.725,268.247,322.674,325.447,279.450,377.024,346.286,368.313,1,2,1
10087,51.989,56.165,71.110,59.901,63.418,62.319,51.858,72.972,67.153,76.040,1,0,2
10092,134.791,145.082,191.989,149.640,150.972,168.740,136.261,203.892,172.819,207.116,0,2,1
04138,170.628,183.269,230.708,186.146,188.767,218.005,167.627,238.130,232.083,240.398,1,0,2
09489,266.692,289.180,358.070,289.757,280.019,343.318,280.019,402.454,347.483,399.955,1,2,2
01902,348.062,371.488,484.133,365.563,413.206,452.077,373.710,533.335,478.758,525.931,0,0,2
01917,29.818,32.003,42.407,32.003,35.644,37.933,30.026,42.407,41.679,42.719,1,0,2
02717,204.526,219.904,284.112,212.624,242.065,242.110,208.305,294.927,284.087,288.652,1,0,1
02702,235.747,243.386,310.369,251.549,245.199,292.772,222.551,342.008,290.630,349.012,0,0,3
08478,454.271,486.163,738.584,429.844,613.731,615.766,552.661,727.048,744.691,682.264,0,1,2
06424,225.374,245.445,306.454,251.836,270.549,295.330,217.371,326.918,288.814,336.443,1,0,3
06431,287.165,266.838,356.404,290.976,357.357,311.621,296.058,378.001,374.190,372.602,0,0,1
11076,69.694,72.099,93.638,73.563,79.418,83.496,70.113,97.298,89.560,99.807,0,0,2
11063,187.729,203.290,260.346,208.822,221.271,262.075,193.607,281.439,244.439,285.589,1,0,2
07159,308.023,327.093,456.767,331.860,401.632,381.462,330.139,467.774,427.482,465.874,1,0,1
00792,295.839,331.272,436.625,334.039,390.960,408.363,295.701,467.160,425.602,464.752,1,0,2
00787,665.290,698.214,953.226,713.758,820.975,811.327,660.666,946.836,943.432,953.695,1,2,2
02976,230.552,281.373,350.438,275.509,303.643,362.459,235.691,398.434,336.192,388.155,0,0,1
02963,379.472,422.170,520.087,422.976,448.882,499.590,378.040,576.591,524.080,570.935,1,2,4
09110,210.592,239.974,294.167,224.956,238.668,274.579,229.527,310.491,311.144,301.350,1,0,3
09105,72.410,126.676,125.511,117.021,96.048,153.809,75.573,164.628,125.844,162.964,1,0,2
05450,296.245,300.540,440.110,338.117,338.117,410.049,290.877,419.712,416.491,444.405,1,0,1
05445,302.032,312.912,412.061,323.253,359.359,388.007,296.791,430.283,390.146,437.780,1,2,1
12002,69.455,75.143,93.751,73.311,77.072,82.953,70.130,100.693,88.449,100.404,0,0,2
12017,199.424,212.700,269.034,220.953,249.658,258.270,204.448,298.457,247.147,303.839,1,0,1
01763,88.029,77.550,123.248,89.193,97.343,111.314,76.095,110.441,115.971,123.539,0,0,3
01776,308.819,350.212,438.058,336.721,402.211,371.189,341.547,504.237,429.785,494.586,1,0,2
03987,185.094,186.068,249.974,205.947,210.637,228.095,170.833,249.931,229.023,266.348,1,0,2
03992,41.634,45.792,55.416,43.416,47.574,53.040,43.891,59.812,57.554,59.099,0,0,3
06818,521.017,563.548,691.080,528.835,563.373,615.902,557.048,750.891,698.094,731.956,2,0,0
09358,282.919,272.076,405.361,262.813,364.262,339.134,296.824,400.894,407.451,389.139,1,0,2
03022,67.356,75.394,91.331,68.330,82.334,84.132,74.717,97.508,95.542,92.075,1,2,2
03037,268.681,277.452,337.185,280.675,337.608,340.775,260.291,368.540,303.662,369.750,1,0,2
10743,21.955,21.870,28.233,21.785,25.179,24.076,23.821,27.554,26.706,27.639,1,0,2
08844,133.361,124.662,186.803,117.205,168.161,139.576,147.654,193.639,193.017,187.424,1,0,1
08851,355.888,380.998,486.728,380.168,402.760,456.328,388.381,500.066,478.644,500.362,2,2,2
10756,85.713,112.229,107.752,100.176,89.845,120.149,94.322,139.777,111.540,131.168,0,0,2
07311,421.625,462.800,585.329,453.389,487.318,565.188,457.294,653.416,573.544,650.071,1,0,2
07304,106.618,126.665,153.070,104.662,135.467,135.467,132.533,180.941,178.007,160.404,1,0,3
05618,263.143,266.960,368.763,275.868,317.862,278.413,275.868,343.312,339.495,343.312,1,0,0
09504,109.604,109.872,153.245,111.384,126.583,133.152,109.581,153.503,133.023,158.784,1,2,2
09511,335.126,338.989,434.269,345.427,416.243,425.900,328.688,487.060,405.943,484.485,0,0,2
00386,87.261,115.331,73.912,89.315,74.254,90.685,68.435,105.746,84.523,111.908,0,0,3
00393,50.172,54.402,67.268,53.081,57.839,58.280,53.169,67.180,64.713,67.268,2,0,0
07558,275.674,251.870,352.967,278.883,345.479,283.697,280.755,360.456,330.234,375.701,1,2,2
01377,463.612,507.995,645.113,504.917,559.168,614.564,462.442,715.379,635.430,722.103,1,0,4
01362,160.501,177.329,220.411,175.720,184.981,209.497,165.320,233.426,219.326,234.440,0,0,4
05044,100.158,112.265,138.935,108.964,118.926,125.817,112.800,144.961,135.389,141.515,2,0,0
05051,393.258,450.301,597.424,436.271,501.883,548.408,449.001,680.293,573.922,663.863,0,2,1
